experiment_id,pharmacodb_cell_id,cell_uid,cell_name,depmap_id,in_gdsc_train,in_gdsc_val_or_test,in_gdsc_response,pharmacodb_compound_id,compound_uid,ctrp_compound_name,gdsc_pubchem_id,gdsc_drug_name,match_type,aac,resistance_rank,ic50,ec50,hs,einf,dss1,dss2,dss3
78667,51,A673_49_2019,A-673,ACH-000052,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.16325499,-0.16325499,26.98875851,7.28217605,1.36024295,41.5841453,,,
100392,79,"G292,cloneA141B1_372_2019",G-292 clone A141B1,ACH-000082,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.09677303,-0.09677303,,15.32511439,0.97864993,55.55338957,,,
103540,81,HOS_563_2019,HOS,ACH-000613,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.01588426,-0.01588426,234.74212555,234.74212555,1.80059578,0.0,,,
106602,90,Hs888.T_606_2019,Hs 888.T,ACH-000154,False,False,False,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.06071356,-0.06071356,,6.04282157,2.22391178,79.49747201,,,
108424,95,MG63_924_2019,MG-63,ACH-000359,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.1017017,-0.1017017,,24.49277305,0.60155411,51.63087401,,,
120329,104,SJSA1_1382_2019,SJSA-1,ACH-000748,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.07407045,-0.07407045,,10.2361547,4.0,69.79528324,,,
122974,105,SKES1_1387_2019,SK-ES-1,ACH-000087,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.17498661,-0.17498661,,1.84877157,0.94605649,57.51167403,,,
125645,107,SW1353_1525_2019,SW1353,ACH-000418,False,False,False,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.12504805,-0.12504805,613.51614589,132.93887909,0.40047796,22.89914696,,,
127571,108,Saos2_1343_2019,SaOS-2,ACH-000410,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.06276641,-0.06276641,1767.31987752,1767.31987752,0.42867103,0.0,,,
130450,114,U2OS_1619_2019,U2OS,ACH-000364,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.20281128,-0.20281128,,1.75953814,0.63093562,51.89832778,,,
136624,117,C2BBe1_153_2019,C2BBe1,ACH-000009,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.15445297,-0.15445297,,2.82281693,1.21794626,58.28229858,,,
137858,118,CCK81_189_2019,CCK-81,ACH-000963,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.17042221,-0.17042221,,3.51250074,0.84327473,51.77122124,,,
138942,119,CL11_206_2019,CL-11,ACH-000249,True,False,True,23375,PDBC00173,5-Fluorouracil,3385,5-Fluorouracil,pubchem,0.08740862,-0.08740862,,9.60767759,1.72104484,65.30996906,,,
