experiment_id,pharmacodb_cell_id,cell_uid,cell_name,depmap_id,in_gdsc_train,in_gdsc_val_or_test,in_gdsc_response,pharmacodb_compound_id,compound_uid,ctrp_compound_name,gdsc_pubchem_id,gdsc_drug_name,match_type,aac,resistance_rank,ic50,ec50,hs,einf,dss1,dss2,dss3
3892680,1112,LP1_858_2019,LP-1,ACH-000204,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01519487,-0.01519487,82.52285432,82.52285432,4.0,0.0,,,
3896750,1119,MHHCALL3_926_2019,MHH-CALL-3,ACH-000032,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03279944,-0.03279944,,0.65526249,4.0,92.89070453,,,
3897214,1120,MHHCALL4_927_2019,MHH-CALL-4,ACH-000156,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,29.98960207,1.09484824,100.0,,,
3899271,1124,MM1S_944_2019,MM1.S,ACH-000763,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,165.70145524,1.24778019,100.0,,,
3900625,1126,MOLP2_953_2019,MOLP-2,ACH-000453,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.07141238,0.82512092,100.0,,,
3901275,1127,MOLP8_954_2019,MOLP-8,ACH-000745,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.10196875,-0.10196875,,1000000.0,0.0,79.60625,,,
3903189,1129,MOLT16_956_2019,MOLT-16,ACH-000918,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
3985049,1139,NALM6_980_2019,NALM-6,ACH-000938,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.02114983,-0.02114983,101.2812521,101.2812521,2.14297564,0.0,,,
3986057,1140,NCIH929_1149_2019,NCI-H929,ACH-000050,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,10.0,1.0,100.0,,,
3986879,1142,NUDHL1_1170_2019,NU-DHL-1,ACH-000388,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0501065,-0.0501065,,8.96520338,2.68715958,76.16926093,,,
3988342,1144,NAMALWA_981_2019,Namalwa,ACH-000944,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00538236,-0.00538236,112.9860922,112.9860922,4.0,0.0,,,
3990501,1147,OCILY3_1189_2019,OCI-Ly3,ACH-000158,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.13446312,-0.13446312,6639617335.240005,1000000.0,0.10076346,29.40140323,,,
3992489,1153,P12ICHIKAWA_1230_2019,P12-Ichikawa,ACH-000372,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4002370,1158,P3HR1_1234_2019,P3HR-1,ACH-000707,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00435089,-0.00435089,,0.00012125,3.01861425,99.5649092,,,
4002371,1158,P3HR1_1234_2019,P3HR-1,ACH-000707,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03508302,-0.03508302,,36.75116333,1.86110052,59.00848101,,,
4003284,1160,PF382_1262_2019,PF-382,ACH-000937,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4004144,1161,PEER_1261_2019,Peer,ACH-000519,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03836045,-0.03836045,56.86103816,53.48593444,4.0,10.85563826,,,
4004585,1162,Pfeiffer_1263_2019,Pfeiffer,ACH-000140,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.02511257,-0.02511257,83.5222456,83.5222456,2.45358146,0.0,,,
4005737,1164,RCHACV_1294_2019,RCH-ACV,ACH-000922,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,306061.59061482,2.4260254,99.93049651,,,
4007665,1167,RL_1318_2019,RL,ACH-000371,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00347623,-0.00347623,127.33096212,127.33096212,4.0,0.0,,,
4053782,1170,RPMI8226_1327_2019,RPMI-8226,ACH-000817,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4084623,1171,RPMI8402_1328_2019,RPMI-8402,ACH-000636,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00811002,-0.00811002,100.47446365,100.47446365,4.0,0.0,,,
4085663,1172,RS4;11_1331_2019,RS4;11,ACH-000874,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,200.69865823,1.34441189,100.0,,,
4089483,1177,RI1_1314_2019,Ri-1,ACH-000398,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01785856,-0.01785856,,58.2469928,4.0,50.95961217,,,
4091113,1180,SKMM2_1403_2019,SK-MM-2,ACH-000363,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.62,1.0,100.0,,,
4155063,1182,ST486_1497_2019,ST486,ACH-000567,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03514702,-0.03514702,188.30238498,188.30238498,0.98075902,0.0,,,
4156135,1183,SUDHL1_1499_2019,SU-DHL-1,ACH-000664,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4156971,1184,SUDHL10_1500_2019,SU-DHL-10,ACH-000271,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.19425477,1.00682965,100.0,,,
4160117,1188,SUDHL6_1504_2019,SU-DHL-6,ACH-000611,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00639834,-0.00639834,107.61178881,107.61178881,4.0,0.0,,,
4161212,1189,SUDHL8_1505_2019,SU-DHL-8,ACH-000656,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,217.03682372,1.26380952,100.0,,,
4162279,1190,SUPB15_1518_2019,SUP-B15,ACH-000059,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
4164593,1193,SUPM2_1521_2019,SUP-M2,ACH-000226,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.02757947,-0.02757947,74.4915919,74.4915919,2.77493553,0.0,,,
4165671,1194,SUPT1_1522_2019,SUP-T1,ACH-000953,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,616.40685731,1.62734595,100.0,,,
4166604,1195,SUPT11_1523_2019,SUP-T11,ACH-000122,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
4167171,1197,TALL1_1564_2019,TALL-1 [Human adult T-ALL],ACH-000197,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,283.22753769,1.51902357,100.0,,,
4169675,1205,U266_1620_2019,U266B1,ACH-000626,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0036601,-0.0036601,125.57752724,125.57752724,4.0,0.0,,,
4171802,1208,WSUDLCL2_1675_2019,WSU-DLCL2,ACH-000534,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4174739,1214,BV173_148_2019,BV-173,ACH-000432,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00968363,-0.00968363,,44.98777608,4.0,83.17692267,,,
4176443,1216,CMK_210_2019,CMK,ACH-000641,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0053043,-0.0053043,113.44727403,113.44727403,4.0,0.0,,,
4177375,1219,CMLT1_213_2019,CML-T1,ACH-000920,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4179526,1221,EoL1cell_335_2019,EoL-1,ACH-000198,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03904599,-0.03904599,56.26750885,56.26750885,4.0,0.0,,,
4180391,1222,F36P_363_2019,F-36P,ACH-000487,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.05492786,-0.05492786,76.36925818,76.36925818,1.2637748,0.0,,,
4182172,1224,HDMYZ_520_2019,HD-MY-Z,ACH-000190,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0206691,-0.0206691,148.08159153,148.08159153,1.52956905,0.0,,,
4184007,1226,HEL92.1.7_535_2019,HEL 92.1.7,ACH-000005,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03973349,-0.03973349,55.77000123,55.77000123,4.0,0.0,,,
4184736,1227,HL60_546_2019,HL-60,ACH-000002,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,11.21547163,1.0757662,100.0,,,
4257002,1230,JK1_707_2019,JK-1,ACH-000241,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.02507523,-0.02507523,159.76563467,159.76563467,1.30413278,0.0,,,
4257612,1231,JURLMK1_714_2019,JURL-MK1,ACH-000326,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,267.74216259,1.39960587,100.0,,,
4304634,1232,K562_717_2019,K-562,ACH-000551,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01027733,-0.01027733,93.56810109,93.56810109,4.0,0.0,,,
4337003,1233,KCL22_739_2019,KCL-22,ACH-000983,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
4339465,1236,K052_719_2019,KO52,ACH-000498,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00328226,-0.00328226,129.30551672,129.30551672,4.0,0.0,,,
4344734,1245,ME1_909_2019,ME-1 [Human leukemia],ACH-000439,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,10.0,1.0,100.0,,,
4348352,1249,MOLM16_951_2019,MOLM-16,ACH-000369,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00245799,-0.00245799,139.60993481,139.60993481,4.0,0.0,,,
4348967,1250,MOLM6_952_2019,MOLM-6,ACH-000321,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
4350585,1252,MONOMAC1_959_2019,Mono-Mac-1,ACH-001129,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,4.0,100.0,,,
4356280,1260,OCIAML3_1184_2019,OCI-AML-3,ACH-000336,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00639162,-0.00639162,109.43848143,109.43848143,3.89006756,0.0,,,
4357437,1261,OCIAML5_1185_2019,OCI-AML-5,ACH-000065,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01400465,-0.01400465,,0.14095077,4.0,97.70004365,,,
4358663,1262,OCIM1_1190_2019,OCI-M1,ACH-000751,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,14.70353383,0.94888862,100.0,,,
4359816,1264,P31FUJ_1232_2019,P31/FUJ,ACH-000770,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
4362624,1269,Set2_1364_2019,SET-2,ACH-000195,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.05012392,-0.05012392,793.63054705,793.63054705,0.51238878,0.0,,,
4363192,1270,SIGM5_1376_2019,SIG-M5,ACH-000112,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,115.85872105,1.12238727,100.0,,,
4364029,1271,SKM1_1418_2019,SKM-1,ACH-000373,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,20.0,1.0,100.0,,,
4364821,1273,TF1_1588_2019,TF-1,ACH-000387,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00775226,-0.00775226,101.81403144,101.81403144,4.0,0.0,,,
4365414,1274,THP1_1593_2019,THP-1,ACH-000146,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1.2,1.0,100.0,,,
4366893,1276,U937_1624_2019,U-937,ACH-000406,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
4369609,1290,KMS21BM_767_2019,KMS-21-BM,ACH-000598,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.09479177,-0.09479177,35.77214108,35.77214108,1.46778765,0.0,,,
4376067,1309,A2780_40_2019,A2780,ACH-000657,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01536127,-0.01536127,90.71924419,72.51410135,4.0,29.58909845,,,
4378207,1314,COV362_254_2019,COV362,ACH-000278,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.09058562,-0.09058562,291991.63081052,291991.63081052,0.18081271,0.0,,,
4380192,1317,COV434_257_2019,COV434,ACH-000123,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00911695,-0.00911695,97.03664151,97.03664151,4.0,0.0,,,
4381671,1319,COV644_259_2019,COV644,ACH-000608,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.12053974,-0.12053974,,0.00302086,1.1253518,87.02616063,,,
4382721,1320,Caov3_182_2019,Caov-3,ACH-000713,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,534640.36758268,4.0,100.0,,,
4386640,1323,EFO21_325_2019,EFO-21,ACH-000308,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00804081,-0.00804081,693.28844638,693.28844638,1.08810928,0.0,,,
4389190,1324,EFO27_326_2019,EFO-27,ACH-000936,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0022139,-0.0022139,677.73122214,677.73122214,1.55061488,0.0,,,
4391736,1325,ES2_337_2019,ES-2,ACH-000906,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00728612,-0.00728612,,40.79970803,4.0,88.99839404,,,
4393684,1326,FUOV1_370_2019,FU-OV-1,ACH-000574,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.0049,1.0,100.0,,,
4395469,1329,HeyA8_542_2019,HEY A8,ACH-000542,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01061577,-0.01061577,,45.6557696,4.0,81.13707059,,,
4444140,1332,IGROV1_654_2019,IGROV-1,ACH-000966,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.10931875,-0.10931875,,1e-06,0.0,78.13625,,,
4444141,1332,IGROV1_654_2019,IGROV-1,ACH-000966,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00164183,-0.00164183,155.09628691,155.09628691,4.0,0.0,,,
4478718,1333,JHOC5_686_2019,JHOC-5,ACH-000324,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,11.22577433,1.0183595,100.0,,,
4480751,1334,JHOM1_687_2019,JHOM-1,ACH-000237,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.06387556,-0.06387556,112.84989149,112.84989149,0.8401886,0.0,,,
4482938,1336,JHOS2_689_2019,JHOS-2,ACH-000132,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03631673,-0.03631673,175.6481008,175.6481008,0.99534306,0.0,,,
4488949,1341,MCAS_888_2019,MCAS,ACH-000796,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01677854,-0.01677854,,41.64148672,4.0,73.94472712,,,
4551545,1343,OAW28_1178_2019,OAW28,ACH-000116,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.08742876,-0.08742876,,1000000.0,0.0594434,70.5175623,,,
4551546,1343,OAW28_1178_2019,OAW28,ACH-000116,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,771852.62506474,4.0,100.0,,,
4553372,1344,OAW42_1179_2019,OAW42,ACH-000704,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00111103,-0.00111103,9846.53702309,9846.53702309,0.9385695,0.0,,,
4560184,1349,ONCODG1_1200_2019,ONCO-DG-1,ACH-000013,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00976359,-0.00976359,,49.88427838,4.0,79.96500559,,,
4563890,1352,OV56_1211_2019,OV56,ACH-000091,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00514895,-0.00514895,190.52244002,190.52244002,2.32618828,0.0,,,
4566069,1353,OV7_1212_2019,OV7,ACH-000688,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1.01874175,0.0,100.0,,,
4690852,1359,OVCAR4_1218_2019,OVCAR-4,ACH-000617,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01442441,-0.01442441,1336.17870033,1336.17870033,0.75340515,0.0,,,
4849804,1361,OVCAR8_1220_2019,OVCAR-8,ACH-000696,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.02854666,-0.02854666,99954.62713162,99954.62713162,0.31827224,0.0,,,
4884906,1362,OVISE_1222_2019,OVISE,ACH-000527,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00382496,-0.00382496,,55.63900223,4.0,90.41755955,,,
4887260,1363,OVK18_1223_2019,OVK18,ACH-000947,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00746803,-0.00746803,,52.47410255,3.83449037,83.41435018,,,
4889795,1367,OVSAHO_1227_2019,OVSAHO,ACH-000409,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00657924,-0.00657924,233.18804164,233.18804164,1.86354332,0.0,,,
4891037,1368,OVTOKO_1228_2019,OVTOKO,ACH-000663,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00507043,-0.00507043,,52.72444969,4.0,88.52450169,,,
4895252,1373,RMGI_1320_2019,RMG-I,ACH-000719,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00074274,-0.00074274,190.00891088,190.00891088,4.0,0.0,,,
4944239,1375,SKOV3_1411_2019,SK-OV-3,ACH-000811,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,40.0,1.0,100.0,,,
4977036,1376,SNU119_1441_2019,SNU-119,ACH-000635,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
4977500,1377,SNU8_1482_2019,SNU-8,ACH-000460,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01327626,-0.01327626,,40.14409024,4.0,80.3859981,,,
4978494,1378,SNU840_1484_2019,SNU-840,ACH-000280,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00081324,-0.00081324,185.68139533,185.68139533,4.0,0.0,,,
4980777,1379,TOV112D_1604_2019,TOV-112D,ACH-000048,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00527853,-0.00527853,160.35563932,160.35563932,2.65901726,0.0,,,
4985540,1381,TYKnu_1614_2019,TYK-nu,ACH-000430,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01428052,-0.01428052,,43.03717477,4.0,76.76477717,,,
4987543,1384,AsPC1_67_2019,AsPC-1,ACH-000222,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0363375,-0.0363375,,1000000.0,0.0,92.7325,,,
4987544,1384,AsPC1_67_2019,AsPC-1,ACH-000222,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,95.02007236,1.0557987,100.0,,,
4990381,1385,BxPC3_149_2019,BxPC-3,ACH-000535,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,20.0,1.0,100.0,,,
4992894,1386,CFPAC1_193_2019,CFPAC-1,ACH-000138,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.07038898,-0.07038898,,0.00016164,4.0,92.96109882,,,
4996689,1388,Capan2_185_2019,Capan-2,ACH-000107,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.02409182,0.66746742,100.0,,,
4999442,1389,DANG_281_2019,DAN-G,ACH-000243,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
5002190,1391,HPAC_564_2019,HPAC,ACH-000270,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.47255085,0.1283659,100.0,,,
5004447,1392,HPAFII_565_2019,HPAF-II,ACH-000094,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0868875,-0.0868875,,3166.71942163,0.0,82.6225,,,
5006055,1393,Hs766T_596_2019,Hs 766T,ACH-000178,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,79.43418997,0.24660066,100.0,,,
5008701,1394,HuPT3_644_2019,HuP-T3,ACH-000118,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01648428,-0.01648428,,3.73419151,1.16892846,94.44031038,,,
5020266,1403,L3.3_817_2019,L3.3,ACH-000685,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.06833169,-0.06833169,195564472.37955442,1000000.0,0.15978737,28.47957645,,,
5026978,1407,PK1_1265_2019,PK-1,ACH-000307,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00358076,-0.00358076,134.11782507,119.51305188,4.0,18.47280429,,,
5029126,1408,PK45H_1266_2019,PK-45H,ACH-000468,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.06841778,-0.06841778,25507114.37195157,1000000.0,0.16797982,20.98121042,,,
5031259,1410,PK59_1268_2019,PK-59,ACH-000205,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
5034615,1415,PSN1_1277_2019,PSN1,ACH-000320,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01498731,-0.01498731,274.65655546,274.65655546,1.24679352,0.0,,,
5037069,1416,PATU8902_1236_2019,PaTu 8902,ACH-000599,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.07808125,-0.07808125,,0.06224813,0.0,84.38375,,,
5041884,1418,PATU8988T_1238_2019,PaTu 8988t,ACH-000023,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00998765,-0.00998765,,0.91471308,4.0,97.67366304,,,
5044528,1419,Panc02.03_1239_2019,Panc 02.03,ACH-000042,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,7325.60602676,0.0,100.0,,,
5047182,1421,Panc03.27_1241_2019,Panc 03.27,ACH-000139,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00424262,-0.00424262,120.64878845,120.64878845,4.0,0.0,,,
5049697,1422,Panc04.03_1242_2019,Panc 04.03,ACH-000235,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0109387,-0.0109387,,119.85229583,1.3624921,65.90298576,,,
5051499,1423,Panc05.04_1243_2019,Panc 05.04,ACH-000093,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
5052682,1424,Panc08.13_1244_2019,Panc 08.13,ACH-000417,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,23.85854438,1.0196624,100.0,,,
5055210,1425,Panc10.05_1245_2019,Panc 10.05,ACH-000060,False,True,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,12.60795939,0.93772659,100.0,,,
5057702,1426,QGP1_1280_2019,QGP-1,ACH-000347,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00569698,-0.00569698,,32.53995837,4.0,93.45364778,,,
5060055,1427,SNU213_1450_2019,SNU-213,ACH-000266,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00498722,-0.00498722,115.40623059,115.40623059,4.0,0.0,,,
5062039,1429,SNU410_1460_2019,SNU-410,ACH-000517,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,13054.93749778,1.97794962,100.0,,,
5063682,1430,SU.86.86_1506_2019,SU.86.86,ACH-000114,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,80.0,1.0,100.0,,,
5065389,1431,SUIT2_1507_2019,SUIT-2,ACH-000652,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,1000000.0,0.0,100.0,,,
5065390,1431,SUIT2_1507_2019,SUIT-2,ACH-000652,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.00353306,0.88506349,100.0,,,
5068148,1432,SW1990_1536_2019,SW1990,ACH-000155,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.039,1.0,100.0,,,
5070591,1434,TCCPAN2_1569_2019,TCC-PAN2,ACH-000502,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,40.0,1.0,100.0,,,
5072857,1435,YAPC_1679_2019,YAPC,ACH-000332,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.0024,1.0,100.0,,,
5076160,1439,CHP212_200_2019,CHP-212,ACH-000120,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.01384612,-0.01384612,90.56769763,78.06674618,4.0,22.39797099,,,
5078408,1443,IMR32_659_2019,IMR-32,ACH-000310,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.03411138,-0.03411138,,0.52984161,4.0,92.91943034,,,
5080095,1447,KPNYN_788_2019,KP-N-YN,ACH-000227,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.00297154,-0.00297154,,999981.52547521,0.22154407,93.43206191,,,
5086367,1455,NB1_984_2019,NB1,ACH-000804,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,0.0024,1.0,100.0,,,
5089521,1460,NH6_1158_2019,NH-6,ACH-000203,False,False,False,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.1225796,-0.1225796,,0.03550106,0.84534864,83.2171504,,,
5094996,1471,SKNAS_1404_2019,SK-N-AS,ACH-000260,True,False,True,32564,PDBC00513,EX-527,5113032,Selisistat,pubchem,0.0,-0.0,,311.18057048,1.41509542,100.0,,,
