pubchem_id,drug_name,mean_pred_logIC50,median_pred_logIC50,std_pred_logIC50,mean_true_logIC50,n_test_cells,n_pairs
71299339,AGI-6780,4.4487928416993885,4.382900714874268,0.35118534411752417,4.179194079505073,36,36
57519544,Wnt-C59,4.455611583348867,4.394259452819824,0.33619187351828794,4.140912626240705,37,37
23725625,Olaparib,4.492086416337548,4.526033878326416,0.4628769423525554,4.762172855981967,41,41
24958200,Niraparib,4.496125620764655,4.582217216491699,0.5495129962658412,4.809617203635138,37,37
91668541,I-BRD9,4.54445367324643,4.478074073791504,0.34510164912808183,4.712457133502495,41,41
46931953,P22077,4.579923600685306,4.49982213973999,0.41648185155533934,4.209038414606234,41,41
117072552,GSK591,4.599180837956871,4.598907470703125,0.2771394147554045,4.6472912765130765,41,41
60167849,ML323,4.651371698121767,4.566866397857666,0.3382403127760825,4.254818574802296,37,37
24753719,PCI-34051,4.684100537686734,4.655661106109619,0.38906560601842866,4.7569814308269605,37,37
73555129,KRAS (G12C) Inhibitor-12,4.694252710084657,4.692732334136963,0.45289080291532524,4.7344299587043555,37,37
3385,5-Fluorouracil,4.695352537291391,4.777714967727661,0.5540952963048553,5.2868009578614,42,42
24180719,PLX-4720,4.793735283177074,4.812972068786621,0.32696060875559946,4.736612988681328,41,41
56645356,AGI-5198,4.815069384691192,4.766319274902344,0.26346871939381583,4.782576537713772,41,41
2802462,MN-64,4.847389504716203,4.824982643127441,0.27798852980083844,4.47988616775822,37,37
44462760,Dabrafenib,4.913677872681037,4.9474287033081055,0.39600389454350665,5.15033150300747,41,41
46883536,Avagacestat,4.934137832827684,4.901687145233154,0.2888912544849052,4.9126326572604295,41,41
2375,Bicalutamide,4.950173854827881,4.87152624130249,0.24601763981034508,4.738944709300995,4,4
10459196,SL0101,4.998288631439209,4.92503547668457,0.22937976311074232,4.740707278251648,4,4
52918385,PRIMA-1MET,5.005697868965767,4.909214019775391,0.42302342310032764,4.399771967449704,37,37
11433190,Nutlin-3a (-),5.009173898469834,5.066731929779053,0.5004324295692905,5.06747371951739,42,42
24737642,LCL161,5.0308930422808675,5.008710861206055,0.2873492156577621,4.8002837525831685,37,37
25126798,Ruxolitinib,5.031043787260313,4.982327461242676,0.3749914363182264,5.068692310436352,37,37
68947304,AMG-319,5.07457537651062,5.077844619750977,0.29921096944864434,5.2685146689414974,40,40
68107965,GSK2578215A,5.0780160368942635,5.045754909515381,0.27911859996693267,5.2265512071004725,41,41
24776445,Vismodegib,5.098620682227902,5.065126419067383,0.31224087604461,5.20244445451876,41,41
9927531,BIBR-1532,5.130566358566284,5.09306788444519,0.31428152696925715,5.088339674472809,40,40
156422,Doramapimod,5.185673439502716,5.105949401855469,0.30287053991967267,4.834171414375305,40,40
11655119,LY2109761,5.186172292039201,5.151400089263916,0.2856025558010124,5.20274746095812,37,37
56941241,GDC0810,5.191586285102658,5.163491725921631,0.2770204394296448,4.954728033484482,41,41
176158,SB216763,5.235752105712891,5.211093902587891,0.2761542432112227,5.828669345378875,40,40
444795,Tretinoin,5.240829706192017,5.163829565048218,0.2332112845462145,4.55009126663208,4,4
3899,Leflunomide,5.256656028128959,5.232583045959473,0.26096332966944674,5.205306066049112,37,37
11624601,JNK Inhibitor VIII,5.283275102314196,5.234597444534302,0.29961322300696336,5.264397696444862,38,38
118704762,LJI308,5.290377271175385,5.276282548904419,0.3099307706202074,5.397111105918884,40,40
5278396,KU-55933,5.323752009868622,5.318232297897339,0.2864501999799663,4.9510776326060295,40,40
2314623,CCT007093,5.360802723811223,5.329870223999023,0.2833189742616163,5.0056250951229,39,39
9956119,CHIR-99021,5.367956519126892,5.2988975048065186,0.28899814609964375,4.731137275695801,4,4
56962336,EPZ004777,5.372967045481612,5.3106465339660645,0.3215924312719707,5.385285569400322,41,41
2907,Cyclophosphamide,5.403981290212491,5.338207721710205,0.32068810737267417,5.317871291462968,41,41
42623951,CZC24832,5.4203061799745305,5.412161350250244,0.29371579648855334,5.187395495337409,37,37
1018,Picolinici-acid,5.462126453717549,5.404150485992432,0.3152848459312166,5.272481017642551,36,36
11960529,Veliparib,5.4742769148291615,5.397441387176514,0.3086676280622922,5.3369979625794945,41,41
216326,Lenalidomide,5.504648743606195,5.415808200836182,0.3270836300444706,5.506967858570378,41,41
78243717,PFI3,5.570613770871549,5.486532211303711,0.30537317297876976,5.4067229064735205,37,37
70983932,GSK2830371,5.651125366623337,5.59850549697876,0.3769724179511187,5.7198937325864225,37,37
11667893,Motesanib,5.717059414561202,5.651979446411133,0.33828696102265876,5.824896963631234,41,41
227681,MIRA-1,5.727963063775039,5.719152450561523,0.38884375935770593,5.566443844539363,41,41
57345410,EPZ5676,5.760582574983922,5.67893648147583,0.3332879277250056,5.79906757866464,41,41
5394,Temozolomide,6.852736821988734,6.8033623695373535,0.32945021762879595,7.214786564431539,41,41
