model,seed,subset,gdsc_pubchem_id,drug_name,n_pairs,n_cells,spearman,pearson
bandrp_gate,2022,no_gdsc_response,216239,Sorafenib,219,216,0.1715768456563393,0.28325405193762687
bandrp_gate,2022,no_gdsc_response,227681,MIRA-1,126,126,0.3142566036723708,0.4329758909934612
bandrp_gate,2022,no_gdsc_response,23582824,GSK1059615,133,131,0.03300066567548729,0.07790803643739734
bandrp_gate,2022,no_gdsc_response,23725625,Olaparib,215,212,0.3376113644418008,0.4025997251567209
bandrp_gate,2022,no_gdsc_response,24180719,PLX-4720,216,214,0.085969576173217,0.07797103321355674
bandrp_gate,2022,no_gdsc_response,24771867,Alisertib,204,201,0.3027632517468765,0.46061617419040485
bandrp_gate,2022,no_gdsc_response,24772860,SNX-2112,216,214,0.4612115480163828,0.48202119440329455
bandrp_gate,2022,no_gdsc_response,24785538,BMS-754807,207,204,0.10446276485640175,0.15857071805303785
bandrp_gate,2022,no_gdsc_response,24821094,Ibrutinib,141,139,0.04946069921818604,0.07621456441261405
bandrp_gate,2022,no_gdsc_response,24856436,MK-1775,194,192,0.33384010045505264,0.47475573561254847
bandrp_gate,2022,no_gdsc_response,24889392,Quizartinib,208,205,0.1436965377329163,0.3092717556651525
bandrp_gate,2022,no_gdsc_response,24978538,Navitoclax,201,199,0.35359272001607406,0.42913447118955134
bandrp_gate,2022,no_gdsc_response,25102847,Cabozantinib,179,176,0.2132909839691241,0.28468427313672345
bandrp_gate,2022,no_gdsc_response,25126798,Ruxolitinib,217,214,0.3463969947799941,0.4751949678911128
bandrp_gate,2022,no_gdsc_response,25262965,AZD8055,226,223,0.2786300302497412,0.3593277193578487
bandrp_gate,2022,no_gdsc_response,2907,Cyclophosphamide,106,105,0.16767965985388664,0.10717040081217893
bandrp_gate,2022,no_gdsc_response,3011155,Nelarabine,198,196,0.09015600335130841,0.13898194452353568
bandrp_gate,2022,no_gdsc_response,3062316,Dasatinib,210,207,-0.02846844126862783,0.11340775215527615
bandrp_gate,2022,no_gdsc_response,3385,5-Fluorouracil,203,201,0.32885971003057957,0.34762641269624356
bandrp_gate,2022,no_gdsc_response,36314,Paclitaxel,153,152,0.49372846174336543,0.5457555704753136
bandrp_gate,2022,no_gdsc_response,387447,Bortezomib,202,200,0.3744770963373241,0.3630463905131962
bandrp_gate,2022,no_gdsc_response,4261,Entinostat,184,182,0.45619653694768986,0.5690856466332261
bandrp_gate,2022,no_gdsc_response,42642645,Foretinib,214,211,0.24874958176547288,0.3968078818316019
bandrp_gate,2022,no_gdsc_response,44137675,AZD6482,218,216,0.059509992656386304,0.1357588771521233
bandrp_gate,2022,no_gdsc_response,44259,Staurosporine,66,66,-0.038473582063885604,-0.004555232473381691
bandrp_gate,2022,no_gdsc_response,44462760,Dabrafenib,100,99,0.23770419763405032,0.2693139125062872
bandrp_gate,2022,no_gdsc_response,444795,Tretinoin,214,211,0.3216120721218525,0.4374994206054341
bandrp_gate,2022,no_gdsc_response,452548,Teniposide,111,110,0.45881431561212543,0.6380834405929855
bandrp_gate,2022,no_gdsc_response,46191454,PHA-793887,218,215,0.43841690378059406,0.4699693295665326
bandrp_gate,2022,no_gdsc_response,46224516,UNC0638,204,202,0.2545727924522442,0.2738965987644212
bandrp_gate,2022,no_gdsc_response,462382,MG-132,74,73,0.27418196359110486,0.31826744783186234
bandrp_gate,2022,no_gdsc_response,46843906,XMD11-50,140,138,0.4635261831505941,0.6209686690644844
bandrp_gate,2022,no_gdsc_response,46926350,Dinaciclib,86,85,0.40498327743871243,0.41234130816122105
bandrp_gate,2022,no_gdsc_response,46930998,MK-2206,203,200,0.2868040019997826,0.4401011867601812
bandrp_gate,2022,no_gdsc_response,46943432,I-BET-762,213,210,0.39778262316484964,0.5051409093742285
bandrp_gate,2022,no_gdsc_response,49846579,Venotoclax,110,109,0.38282471871489804,0.4796341470691659
bandrp_gate,2022,no_gdsc_response,51039095,AZD4547,172,170,0.3436055869679116,0.24546267006218017
bandrp_gate,2022,no_gdsc_response,5113032,Selisistat,199,196,-0.004146766169683531,-0.004205960688266793
bandrp_gate,2022,no_gdsc_response,5278396,KU-55933,210,207,0.2708557733954819,0.3219217631867707
bandrp_gate,2022,no_gdsc_response,5284616,Rapamycin,200,198,0.3265941963743924,0.4544218358089556
bandrp_gate,2022,no_gdsc_response,5287969,Flavopiridol,104,104,0.3395924463885629,0.3929912666260878
bandrp_gate,2022,no_gdsc_response,5291,Imatinib,210,207,-0.27658294559418795,-0.15284376660266263
bandrp_gate,2022,no_gdsc_response,52918385,PRIMA-1MET,97,96,0.3410800116514798,0.4335789537065009
bandrp_gate,2022,no_gdsc_response,5311,Vorinostat,212,209,0.4076500746703061,0.4878832084692067
bandrp_gate,2022,no_gdsc_response,5328940,Bosutinib,178,175,0.21814992015386744,0.29621144339659267
bandrp_gate,2022,no_gdsc_response,5329102,Sunitinib,213,210,0.38733175520991614,0.38196791393877855
bandrp_gate,2022,no_gdsc_response,5394,Temozolomide,203,202,0.20401621242611478,0.2335003036882991
bandrp_gate,2022,no_gdsc_response,5494449,Tozasertib,31,31,0.5532258064516129,0.7197328852189718
bandrp_gate,2022,no_gdsc_response,56649450,Alpelisib,127,125,-0.11735498697191198,0.01189909308139371
bandrp_gate,2022,no_gdsc_response,5746,Mitomycin-C,189,188,0.4123576836923317,0.5255635273760155
bandrp_gate,2022,no_gdsc_response,5978,Vincristine,225,222,0.5018088936040451,0.5818470123495597
bandrp_gate,2022,no_gdsc_response,637858,Piperlongumine,211,209,0.4380344132257848,0.5211296991139441
bandrp_gate,2022,no_gdsc_response,644241,Nilotinib,198,195,0.19476854478331607,0.33798431657983624
bandrp_gate,2022,no_gdsc_response,6450551,Axitinib,216,214,0.3784001664761746,0.459994093842852
bandrp_gate,2022,no_gdsc_response,6505803,Tanespimycin,189,186,0.05445624849750901,0.05353927141365643
bandrp_gate,2022,no_gdsc_response,66577038,Sphingosine Kinase 1 Inhibitor II,213,210,0.11408074577742501,0.14356309426084563
bandrp_gate,2022,no_gdsc_response,6852167,PIK-93,213,211,0.26946043091768757,0.4108792096520064
bandrp_gate,2022,no_gdsc_response,6914657,Daporinad,180,178,0.33031697005778915,0.38450968230804267
bandrp_gate,2022,no_gdsc_response,6918289,Temsirolimus,116,115,0.35389953004403824,0.4943725636106526
bandrp_gate,2022,no_gdsc_response,6918638,Belinostat,108,107,0.47456932790756395,0.6299711748489111
bandrp_gate,2022,no_gdsc_response,6918837,Panobinostat,222,219,0.49390625946872413,0.49563414210824214
bandrp_gate,2022,no_gdsc_response,71729975,GSK-J4,30,30,0.5399332591768633,0.6524054426527877
bandrp_gate,2022,no_gdsc_response,82146,Bexarotene,202,199,0.1572216373624369,0.3239689359082265
bandrp_gate,2022,no_gdsc_response,9444,5-azacytidine,185,183,0.2504363587312728,0.24477054892451716
bandrp_gate,2022,no_gdsc_response,9549297,SU11274,184,181,0.25707373049443916,0.4771890686900626
bandrp_gate,2022,no_gdsc_response,9825149,NVP-ADW742,202,200,0.25457377884552135,0.33773438220160884
bandrp_gate,2022,no_gdsc_response,9826308,GW843682X,195,193,0.2383782548624687,0.4818977611852569
bandrp_gate,2022,no_gdsc_response,9868037,OSI-930,152,150,0.3552594737992526,0.5434305637604838
bandrp_gate,2022,no_gdsc_response,9884685,PI-103,208,206,0.25438446793130903,0.40066496256822787
bandrp_gate,2022,no_gdsc_response,9903786,TPCA-1,216,213,0.2501755659298093,0.2128257045605762
bandrp_gate,2022,no_gdsc_response,9907093,TGX221,210,207,0.0014117759870556407,0.09517024280651945
bandrp_gate,2022,no_gdsc_response,9908783,IC-87114,208,205,0.035695338888097054,0.19164061925911108
bandrp_gate,2022,no_gdsc_response,9911830,Tivozanib,193,191,0.13985623519897752,0.227640254199202
bandrp_gate,2022,no_gdsc_response,9927531,BIBR-1532,207,205,0.1135668540762212,0.22330076542606633
bandrp_gate,2022,no_gdsc_response,9933475,Cediranib,94,94,-0.123881082252646,-0.016215723183775472
bandrp_gate,2022,no_gdsc_response,9956119,CHIR-99021,205,203,0.3087163320615281,0.5036109633612016
bandrp_gate,2022,no_gdsc_response,9967941,SB52334,203,200,0.14184650045417727,0.09867129911177848
bandrp_gate,2023,no_gdsc_response,10074640,Masitinib,201,198,0.302907827960687,0.382470407109835
bandrp_gate,2023,no_gdsc_response,10127622,Selumetinib,207,204,-0.21040113241818822,-0.08565639363307852
bandrp_gate,2023,no_gdsc_response,10184653,Afatinib,192,190,-0.18630315823389748,-0.10471566222625849
bandrp_gate,2023,no_gdsc_response,10302451,Saracatinib,214,212,-0.1438805844046782,0.040153841112334145
bandrp_gate,2023,no_gdsc_response,10385095,Telomerase Inhibitor IX,213,211,0.30252899141486167,0.4185729757615065
bandrp_gate,2023,no_gdsc_response,104741,Fulvestrant,44,44,-0.2768744393336616,-0.2924749262361182
bandrp_gate,2023,no_gdsc_response,104842,SN-38,183,181,0.386303668653374,0.5507979940708675
bandrp_gate,2023,no_gdsc_response,11152667,AZD7762,219,217,0.4249771070510976,0.556734494447882
bandrp_gate,2023,no_gdsc_response,11175137,AT7867,194,191,0.4453268587646944,0.3964121315096906
bandrp_gate,2023,no_gdsc_response,11178236,Sepantronium bromide,194,193,0.23030245754459205,0.290165525905298
bandrp_gate,2023,no_gdsc_response,11228183,ABT737,177,175,0.3559132769751539,0.5426415581729436
bandrp_gate,2023,no_gdsc_response,11234052,"Brivanib, BMS-540215",206,203,0.29358169767486325,0.3439663251194559
bandrp_gate,2023,no_gdsc_response,11364421,BI-2536,217,215,0.4816628156534977,0.5374773524401432
bandrp_gate,2023,no_gdsc_response,11455910,TW 37,211,209,0.30882990754577977,0.44672108426668716
bandrp_gate,2023,no_gdsc_response,11485656,Linifanib,208,205,0.17373452483952195,0.2978985016838358
bandrp_gate,2023,no_gdsc_response,11609586,Serdemetan,208,206,0.43773590944287594,0.577130581076146
bandrp_gate,2023,no_gdsc_response,11625818,Idelalisib,204,201,0.08769219950362665,0.27483494047204793
bandrp_gate,2023,no_gdsc_response,11640390,Linsitinib,197,195,0.17237650164642523,0.2755934686775862
bandrp_gate,2023,no_gdsc_response,11647372,ZSTK474,213,211,0.1443715295327943,0.28084150300104616
bandrp_gate,2023,no_gdsc_response,11707110,Trametinib,98,97,-0.32304421145409395,-0.031099723580447186
bandrp_gate,2023,no_gdsc_response,11960529,Veliparib,212,210,0.02533528752077639,0.06033951577134885
bandrp_gate,2023,no_gdsc_response,11977753,Dactolisib,149,147,0.1908039013315334,0.34831428278001125
bandrp_gate,2023,no_gdsc_response,123631,Gefitinib,214,212,-0.0673129200266937,-0.06561836005745729
bandrp_gate,2023,no_gdsc_response,126941,Methotrexate,175,173,0.08059775707595847,0.21140530821226491
bandrp_gate,2023,no_gdsc_response,135423438,BIBF-1120,177,176,0.14050853558277676,0.2111944581694042
bandrp_gate,2023,no_gdsc_response,148124,Docetaxel,98,97,0.4640720185425417,0.5366835781724884
bandrp_gate,2023,no_gdsc_response,156414,CI-1033,206,203,-0.015515911794896422,0.09411921970350996
bandrp_gate,2023,no_gdsc_response,159324,Tipifarnib,272,208,0.2913588274930307,0.44607674654370444
bandrp_gate,2023,no_gdsc_response,15953870,KU-60019,197,194,0.2856075514492732,0.42426048294394725
bandrp_gate,2023,no_gdsc_response,16038120,NVP-TAE684,205,202,0.10801779332912967,0.24472458246062093
bandrp_gate,2023,no_gdsc_response,16659841,AZD1480,104,103,0.37565916006439176,0.4462700835321679
bandrp_gate,2023,no_gdsc_response,16722836,Fedratinib,203,201,0.4191900318677771,0.5132946025566745
bandrp_gate,2023,no_gdsc_response,17755052,Pictilisib,212,210,0.18908679867886632,0.258595440897056
bandrp_gate,2023,no_gdsc_response,208908,Lapatinib,198,196,-0.021868352379545465,-0.0008476158047984313
bandrp_gate,2023,no_gdsc_response,2130404,AGK2,182,180,-0.04488561867761318,0.008021985422277963
bandrp_gate,2023,no_gdsc_response,216239,Sorafenib,219,216,0.3058868163016076,0.33131820346479374
bandrp_gate,2023,no_gdsc_response,227681,MIRA-1,126,126,0.37956642814611696,0.4986262919834585
bandrp_gate,2023,no_gdsc_response,23582824,GSK1059615,133,131,0.0860557586024126,0.09314535569837196
bandrp_gate,2023,no_gdsc_response,23725625,Olaparib,215,212,0.3905899215662581,0.41975883791177526
bandrp_gate,2023,no_gdsc_response,24180719,PLX-4720,216,214,0.09793527131288178,0.07558305156361647
bandrp_gate,2023,no_gdsc_response,24771867,Alisertib,204,201,0.361145134171234,0.5570225976542219
bandrp_gate,2023,no_gdsc_response,24772860,SNX-2112,216,214,0.37934160266997236,0.4985194050263877
bandrp_gate,2023,no_gdsc_response,24785538,BMS-754807,207,204,0.08450476034567034,0.14375287200903425
bandrp_gate,2023,no_gdsc_response,24821094,Ibrutinib,141,139,-0.02889259672709591,0.09810320162495381
bandrp_gate,2023,no_gdsc_response,24856436,MK-1775,194,192,0.2311252531097107,0.4604668876512938
bandrp_gate,2023,no_gdsc_response,24889392,Quizartinib,208,205,0.1543135064974775,0.3309127363762905
bandrp_gate,2023,no_gdsc_response,24978538,Navitoclax,201,199,0.37804605599850927,0.47660160097997223
bandrp_gate,2023,no_gdsc_response,25102847,Cabozantinib,179,176,0.2783215298083634,0.32082420304921005
bandrp_gate,2023,no_gdsc_response,25126798,Ruxolitinib,217,214,0.34188352968808733,0.4974774692101025
bandrp_gate,2023,no_gdsc_response,25262965,AZD8055,226,223,0.30071313714598863,0.36534708157409146
bandrp_gate,2023,no_gdsc_response,2907,Cyclophosphamide,106,105,0.015597504344867027,0.05827918353037752
bandrp_gate,2023,no_gdsc_response,3011155,Nelarabine,198,196,0.04131894621280717,0.1271641418503739
bandrp_gate,2023,no_gdsc_response,3062316,Dasatinib,210,207,-0.035301126330506506,0.08397139806749386
bandrp_gate,2023,no_gdsc_response,3385,5-Fluorouracil,203,201,0.15563115914129286,0.3416720941007987
bandrp_gate,2023,no_gdsc_response,36314,Paclitaxel,153,152,0.4238795918264778,0.5098765002630179
bandrp_gate,2023,no_gdsc_response,387447,Bortezomib,202,200,0.35662894250164057,0.4116332261099706
bandrp_gate,2023,no_gdsc_response,4261,Entinostat,184,182,0.450983753878252,0.6016544358150762
bandrp_gate,2023,no_gdsc_response,42642645,Foretinib,214,211,0.2953285984939594,0.4036837905099555
bandrp_gate,2023,no_gdsc_response,44137675,AZD6482,218,216,0.1103640074409394,0.17162414372192483
bandrp_gate,2023,no_gdsc_response,44259,Staurosporine,66,66,0.23821055069506164,0.053506548299465634
bandrp_gate,2023,no_gdsc_response,44462760,Dabrafenib,100,99,0.23448434800221177,0.28330781645321035
bandrp_gate,2023,no_gdsc_response,444795,Tretinoin,214,211,0.34532454562673,0.4722270618808335
bandrp_gate,2023,no_gdsc_response,452548,Teniposide,111,110,0.49008419657860913,0.6348787215924634
bandrp_gate,2023,no_gdsc_response,46191454,PHA-793887,218,215,0.32310630828068965,0.4794212003092513
bandrp_gate,2023,no_gdsc_response,46224516,UNC0638,204,202,0.3029566859951085,0.29174798606456265
bandrp_gate,2023,no_gdsc_response,462382,MG-132,74,73,0.2797799317361539,0.34526148119363187
bandrp_gate,2023,no_gdsc_response,46843906,XMD11-50,140,138,0.4555692346727649,0.6124920328801943
bandrp_gate,2023,no_gdsc_response,46926350,Dinaciclib,86,85,0.32273372675356365,0.4141589471503343
bandrp_gate,2023,no_gdsc_response,46930998,MK-2206,203,200,0.26370487787836616,0.4700982001488372
bandrp_gate,2023,no_gdsc_response,46943432,I-BET-762,213,210,0.3490002969522536,0.5399640493581424
bandrp_gate,2023,no_gdsc_response,49846579,Venotoclax,110,109,0.38871607140874415,0.6105549150579328
bandrp_gate,2023,no_gdsc_response,51039095,AZD4547,172,170,0.3520768355455284,0.21012654742959433
bandrp_gate,2023,no_gdsc_response,5113032,Selisistat,199,196,0.12108680493548588,0.08626283060952286
bandrp_gate,2023,no_gdsc_response,5278396,KU-55933,210,207,0.22372663048835117,0.3205344572396635
bandrp_gate,2023,no_gdsc_response,5284616,Rapamycin,200,198,0.2331563139695591,0.4873264027621949
bandrp_gate,2023,no_gdsc_response,5287969,Flavopiridol,104,104,0.387858743198549,0.4618730434147581
bandrp_gate,2023,no_gdsc_response,5291,Imatinib,210,207,0.29958962276926104,0.3675098525944644
bandrp_gate,2023,no_gdsc_response,52918385,PRIMA-1MET,97,96,0.2294073298653107,0.46114599348468943
bandrp_gate,2023,no_gdsc_response,5311,Vorinostat,212,209,0.45205479020753675,0.519752020324532
bandrp_gate,2023,no_gdsc_response,5328940,Bosutinib,178,175,0.11794101140794493,0.3511526622775468
bandrp_gate,2023,no_gdsc_response,5329102,Sunitinib,213,210,0.468818813303009,0.4261181111595623
bandrp_gate,2023,no_gdsc_response,5394,Temozolomide,203,202,0.19328752658290058,0.26445364239885893
bandrp_gate,2023,no_gdsc_response,5494449,Tozasertib,31,31,0.6399193548387097,0.7565181881603333
bandrp_gate,2023,no_gdsc_response,56649450,Alpelisib,127,125,-0.15418257661323986,0.0013734390819329341
bandrp_gate,2023,no_gdsc_response,5746,Mitomycin-C,189,188,0.4210599286603131,0.5528522667161384
bandrp_gate,2023,no_gdsc_response,5978,Vincristine,225,222,0.535111183218767,0.6209143658637793
bandrp_gate,2023,no_gdsc_response,637858,Piperlongumine,211,209,0.4526088403373647,0.6553880914677106
bandrp_gate,2023,no_gdsc_response,644241,Nilotinib,198,195,0.14129126614564086,0.3637512910068546
bandrp_gate,2023,no_gdsc_response,6450551,Axitinib,216,214,0.5200613967110255,0.5068569570421256
bandrp_gate,2023,no_gdsc_response,6505803,Tanespimycin,189,186,0.0032670357338711905,0.03907187660577014
bandrp_gate,2023,no_gdsc_response,66577038,Sphingosine Kinase 1 Inhibitor II,213,210,0.10296784784930962,0.15779068003356597
bandrp_gate,2023,no_gdsc_response,6852167,PIK-93,213,211,0.26642795097123345,0.44014435564413135
bandrp_gate,2023,no_gdsc_response,6914657,Daporinad,180,178,0.3287416808537997,0.43305706611622347
bandrp_gate,2023,no_gdsc_response,6918289,Temsirolimus,116,115,0.24496064430350276,0.4483887904931936
bandrp_gate,2023,no_gdsc_response,6918638,Belinostat,108,107,0.5696470549023342,0.5597314033427182
bandrp_gate,2023,no_gdsc_response,6918837,Panobinostat,222,219,0.4747658241611899,0.5305169137020618
bandrp_gate,2023,no_gdsc_response,71729975,GSK-J4,30,30,0.5083426028921024,0.647172109730748
bandrp_gate,2023,no_gdsc_response,82146,Bexarotene,202,199,0.16835665244502068,0.3612127721211158
bandrp_gate,2023,no_gdsc_response,9444,5-azacytidine,185,183,0.18580230556488211,0.2590489606704803
bandrp_gate,2023,no_gdsc_response,9549297,SU11274,184,181,0.299049102763071,0.5642848483001149
bandrp_gate,2023,no_gdsc_response,9825149,NVP-ADW742,202,200,0.22370823323875766,0.36548602382256373
bandrp_gate,2023,no_gdsc_response,9826308,GW843682X,195,193,0.34959555268294307,0.5489042815504075
bandrp_gate,2023,no_gdsc_response,9868037,OSI-930,152,150,0.3528855923524665,0.5782728943842622
bandrp_gate,2023,no_gdsc_response,9884685,PI-103,208,206,0.4094907346876065,0.4320142698496758
bandrp_gate,2023,no_gdsc_response,9903786,TPCA-1,216,213,0.31616989721276645,0.4891878202440301
bandrp_gate,2023,no_gdsc_response,9907093,TGX221,210,207,0.08790459789800877,0.14037682000988286
bandrp_gate,2023,no_gdsc_response,9908783,IC-87114,208,205,0.10068625177021413,0.23194454804569867
bandrp_gate,2023,no_gdsc_response,9911830,Tivozanib,193,191,0.21871687568665746,0.27830652858158816
bandrp_gate,2023,no_gdsc_response,9927531,BIBR-1532,207,205,0.1998304710577041,0.2894415231883042
bandrp_gate,2023,no_gdsc_response,9933475,Cediranib,94,94,0.0059025394646533965,0.06302527576843656
bandrp_gate,2023,no_gdsc_response,9956119,CHIR-99021,205,203,0.36736938996059615,0.5746106166752485
bandrp_gate,2023,no_gdsc_response,9967941,SB52334,203,200,0.08397792854819237,0.1219941675599669
bandrp_gate,2024,no_gdsc_response,10074640,Masitinib,201,198,0.16587206207198982,0.3931834351096935
bandrp_gate,2024,no_gdsc_response,10127622,Selumetinib,207,204,-0.03137082467305325,-0.004258203817830935
bandrp_gate,2024,no_gdsc_response,10184653,Afatinib,192,190,0.10581248966827725,-0.02439443264157632
bandrp_gate,2024,no_gdsc_response,10302451,Saracatinib,214,212,-0.009386207766352472,0.07011402703894809
bandrp_gate,2024,no_gdsc_response,10385095,Telomerase Inhibitor IX,213,211,0.392269038839289,0.43184557344665125
bandrp_gate,2024,no_gdsc_response,104741,Fulvestrant,44,44,-0.4703478625377646,-0.4563752838107359
bandrp_gate,2024,no_gdsc_response,104842,SN-38,183,181,0.42286194307150893,0.5064020359073897
bandrp_gate,2024,no_gdsc_response,11152667,AZD7762,219,217,0.4573260007347055,0.5454389268231901
bandrp_gate,2024,no_gdsc_response,11175137,AT7867,194,191,0.2860912501691969,0.3207862742350316
bandrp_gate,2024,no_gdsc_response,11178236,Sepantronium bromide,194,193,0.10426222475880487,0.1694200654051599
bandrp_gate,2024,no_gdsc_response,11228183,ABT737,177,175,0.29391114465914725,0.45353064063354437
bandrp_gate,2024,no_gdsc_response,11234052,"Brivanib, BMS-540215",206,203,0.27415480379008644,0.3309665628766065
bandrp_gate,2024,no_gdsc_response,11364421,BI-2536,217,215,0.5521249078840539,0.5667261555764816
bandrp_gate,2024,no_gdsc_response,11455910,TW 37,211,209,0.34945582375546513,0.41938244562405697
bandrp_gate,2024,no_gdsc_response,11485656,Linifanib,208,205,0.30802866415645674,0.2964041600569751
bandrp_gate,2024,no_gdsc_response,11609586,Serdemetan,208,206,0.3513366284811697,0.44856509921896753
bandrp_gate,2024,no_gdsc_response,11625818,Idelalisib,204,201,0.08426511065974802,0.20843099254898528
bandrp_gate,2024,no_gdsc_response,11640390,Linsitinib,197,195,0.18385240817983395,0.2249348886105023
bandrp_gate,2024,no_gdsc_response,11647372,ZSTK474,213,211,0.1005778760478725,0.17263619668538283
bandrp_gate,2024,no_gdsc_response,11707110,Trametinib,98,97,-0.18403108732405263,-0.11481423804646153
bandrp_gate,2024,no_gdsc_response,11960529,Veliparib,212,210,-0.012181949893377838,0.017272524004102934
bandrp_gate,2024,no_gdsc_response,11977753,Dactolisib,149,147,0.22541306985901374,0.24090915142359848
bandrp_gate,2024,no_gdsc_response,123631,Gefitinib,214,212,0.10532402875519166,0.011220834236510279
bandrp_gate,2024,no_gdsc_response,126941,Methotrexate,175,173,0.18212058857009555,0.195842370046907
bandrp_gate,2024,no_gdsc_response,135423438,BIBF-1120,177,176,0.19329425962191607,0.2958052231311692
bandrp_gate,2024,no_gdsc_response,148124,Docetaxel,98,97,0.5008463581124407,0.5085050962776911
bandrp_gate,2024,no_gdsc_response,156414,CI-1033,206,203,0.2270107280657418,0.14746190303813908
bandrp_gate,2024,no_gdsc_response,159324,Tipifarnib,272,208,0.3417907073246705,0.4157118556818763
bandrp_gate,2024,no_gdsc_response,15953870,KU-60019,197,194,0.2754442519478234,0.35190754607778996
bandrp_gate,2024,no_gdsc_response,16038120,NVP-TAE684,205,202,0.13591685302955828,0.19157999382968832
bandrp_gate,2024,no_gdsc_response,16659841,AZD1480,104,103,0.28263925387369326,0.37911689036363455
bandrp_gate,2024,no_gdsc_response,16722836,Fedratinib,203,201,0.35364434017150076,0.42653468298923236
bandrp_gate,2024,no_gdsc_response,17755052,Pictilisib,212,210,0.20041688051213524,0.2431930689674917
bandrp_gate,2024,no_gdsc_response,208908,Lapatinib,198,196,0.19292708642530745,0.08329492997483924
bandrp_gate,2024,no_gdsc_response,2130404,AGK2,182,180,0.02750399486294197,-0.012512574557308257
bandrp_gate,2024,no_gdsc_response,216239,Sorafenib,219,216,0.23515899152165523,0.317568479925877
bandrp_gate,2024,no_gdsc_response,227681,MIRA-1,126,126,0.25713378285517907,0.42188844528478364
bandrp_gate,2024,no_gdsc_response,23582824,GSK1059615,133,131,0.0725892221802337,0.0964040990643925
bandrp_gate,2024,no_gdsc_response,23725625,Olaparib,215,212,0.34817326618921113,0.39025888301284856
bandrp_gate,2024,no_gdsc_response,24180719,PLX-4720,216,214,0.13411644466406256,0.045272881521108074
bandrp_gate,2024,no_gdsc_response,24771867,Alisertib,204,201,0.4797952634113902,0.5400065217738987
bandrp_gate,2024,no_gdsc_response,24772860,SNX-2112,216,214,0.483442125509487,0.5099824298249308
bandrp_gate,2024,no_gdsc_response,24785538,BMS-754807,207,204,0.03098351162926701,0.10272067282273789
bandrp_gate,2024,no_gdsc_response,24821094,Ibrutinib,141,139,0.20087161452080463,0.12556951525803148
bandrp_gate,2024,no_gdsc_response,24856436,MK-1775,194,192,0.4853147106005268,0.46115418061508184
bandrp_gate,2024,no_gdsc_response,24889392,Quizartinib,208,205,0.11855276413385056,0.2543177930728448
bandrp_gate,2024,no_gdsc_response,24978538,Navitoclax,201,199,0.2595597736890698,0.3762368284615486
bandrp_gate,2024,no_gdsc_response,25102847,Cabozantinib,179,176,0.2278977484640961,0.2837928263694766
bandrp_gate,2024,no_gdsc_response,25126798,Ruxolitinib,217,214,0.360179329636493,0.45783549282557706
bandrp_gate,2024,no_gdsc_response,25262965,AZD8055,226,223,0.31173701745517834,0.2766313251170779
bandrp_gate,2024,no_gdsc_response,2907,Cyclophosphamide,106,105,0.0022163508669744494,0.030352783735191412
bandrp_gate,2024,no_gdsc_response,3011155,Nelarabine,198,196,0.05736665600190183,0.07829790755391444
bandrp_gate,2024,no_gdsc_response,3062316,Dasatinib,210,207,0.04746856663603292,0.09278976953566782
bandrp_gate,2024,no_gdsc_response,3385,5-Fluorouracil,203,201,0.3748707824868229,0.4005920583032512
bandrp_gate,2024,no_gdsc_response,36314,Paclitaxel,153,152,0.5354655614061247,0.5553671061643284
bandrp_gate,2024,no_gdsc_response,387447,Bortezomib,202,200,0.33883756964316486,0.4198807121486748
bandrp_gate,2024,no_gdsc_response,4261,Entinostat,184,182,0.48224311487890514,0.5902579966063551
bandrp_gate,2024,no_gdsc_response,42642645,Foretinib,214,211,0.28726788169260226,0.3807517051981013
bandrp_gate,2024,no_gdsc_response,44137675,AZD6482,218,216,0.06699145406066447,0.1572967322275218
bandrp_gate,2024,no_gdsc_response,44259,Staurosporine,66,66,0.12118238951755611,0.020538460302589934
bandrp_gate,2024,no_gdsc_response,44462760,Dabrafenib,100,99,0.06379627442187552,0.1432214237778172
bandrp_gate,2024,no_gdsc_response,444795,Tretinoin,214,211,0.4020402300833691,0.46883611541790937
bandrp_gate,2024,no_gdsc_response,452548,Teniposide,111,110,0.5059758071946613,0.4393624502298128
bandrp_gate,2024,no_gdsc_response,46191454,PHA-793887,218,215,0.4522892949249224,0.5021601214226006
bandrp_gate,2024,no_gdsc_response,46224516,UNC0638,204,202,0.11434644374778105,0.20226126669984087
bandrp_gate,2024,no_gdsc_response,462382,MG-132,74,73,0.1875763611777538,0.23834617022819524
bandrp_gate,2024,no_gdsc_response,46843906,XMD11-50,140,138,0.47560391597005947,0.5561861579650514
bandrp_gate,2024,no_gdsc_response,46926350,Dinaciclib,86,85,0.4662694762515968,0.4640532016736123
bandrp_gate,2024,no_gdsc_response,46930998,MK-2206,203,200,0.28244165304485885,0.4636426897170131
bandrp_gate,2024,no_gdsc_response,46943432,I-BET-762,213,210,0.4130435647728086,0.5274568189965441
bandrp_gate,2024,no_gdsc_response,49846579,Venotoclax,110,109,0.39647417428950305,0.5416424289571151
bandrp_gate,2024,no_gdsc_response,51039095,AZD4547,172,170,0.23629052703587583,0.2061819740594623
bandrp_gate,2024,no_gdsc_response,5113032,Selisistat,199,196,0.06123221869882749,0.044175866317699854
bandrp_gate,2024,no_gdsc_response,5278396,KU-55933,210,207,0.2779306805990227,0.3368043366909739
