drug_name,modality,n_train,n_test,spearman,pearson,alpha
Alisertib,methylation,419,52,0.3573806881243063,0.48526612117487544,1519.9110829529332
Alisertib,mutation,419,52,0.17655596345940405,0.20650277075675333,4328.761281083057
Alisertib,pathway,419,52,0.5153248527277384,0.5973696916035114,4328.761281083057
Alisertib,expression+methylation,419,52,0.5024331938871339,0.6000418524615894,1519.9110829529332
Alisertib,all four,419,52,0.5428156748911466,0.6138205876788797,4328.761281083057
Alpelisib,expression,425,54,0.5832285115303982,0.5963584707877407,1519.9110829529332
Alpelisib,methylation,425,54,0.5152277491900132,0.463312302156737,1519.9110829529332
Alpelisib,mutation,425,54,0.21593291404612155,0.21706755812834425,1519.9110829529332
Alpelisib,pathway,425,54,0.5850581284543548,0.5568357369725705,4328.761281083057
Alpelisib,expression+methylation,425,54,0.6064798932723461,0.5777952975357915,1519.9110829529332
Alpelisib,all four,425,54,0.653973699256718,0.6213047984922822,4328.761281083057
MK-2206,expression,427,54,0.62736801982085,0.6258031745663845,533.6699231206308
MK-2206,methylation,427,54,0.42275586049170955,0.4312793665100214,1519.9110829529332
MK-2206,mutation,427,54,0.15563178959405372,0.18337932984828365,4328.761281083057
MK-2206,pathway,427,54,0.6314084238612541,0.6777250726720759,1519.9110829529332
MK-2206,expression+methylation,427,54,0.5943586811511339,0.5547495178821407,1519.9110829529332
MK-2206,all four,427,54,0.62736801982085,0.6209988707957997,4328.761281083057
Palbociclib,expression,427,54,0.7538402896893462,0.8361104730595246,1519.9110829529332
Palbociclib,methylation,427,54,0.6096817228892699,0.7057105291499325,1519.9110829529332
Palbociclib,mutation,427,54,0.3897465218219935,0.3894075683217791,1519.9110829529332
Palbociclib,pathway,427,54,0.7102344196683819,0.7977017416767844,4328.761281083057
Palbociclib,expression+methylation,427,54,0.7312750142938822,0.8188483277649774,1519.9110829529332
Palbociclib,all four,427,54,0.7180865256336953,0.816177486399767,4328.761281083057
