run_id,trans.token_dropout,trans.dropout,enc.dropout,model.weight_decay,model.lr,ban.dropout,enc.depth,trans.num_layers,trans.dim_feedforward,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run0009_20260617_014324,0.1,0.3,0.2,0.0001,0.001,0.1,4,2,512,28,2.07172608,2.05036879,1.43934924,1.05122887,0.72199099,0.85224352,0.82081724,1.43191085,1.04604643,0.73216511,0.85769182,0.82553632,7465.8,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bandrp_gate_seed2020/run0009_20260617_014324
