run_id,trans.token_dropout,trans.dropout,enc.dropout,model.weight_decay,model.lr,ban.dropout,enc.depth,trans.num_layers,trans.dim_feedforward,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run0009_20260617_062955,0.1,0.3,0.2,0.0001,0.001,0.1,4,2,512,52,2.06318402,1.99882841,1.43637872,1.05897515,0.72313731,0.85646439,0.82105119,1.41379932,1.03994350,0.73889768,0.86315377,0.82791053,3300.2,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bandrp_gate_seed2024/run0009_20260617_062955
