epoch,train_mse,val_mse,test_mse
0,2.832827091217041,2.5816609859466553,2.704026460647583
1,2.4321210384368896,2.5662615299224854,2.641631841659546
2,2.3495326042175293,2.5203135013580322,2.6015167236328125
3,2.2866976261138916,2.3120408058166504,2.3712170124053955
4,2.211026191711426,2.3095781803131104,2.3669159412384033
5,2.2089853286743164,2.3187713623046875,2.3369603157043457
6,2.175633430480957,2.392220973968506,2.4520480632781982
7,2.1381657123565674,2.5454468727111816,2.557603359222412
8,2.157960891723633,2.2385003566741943,2.2124969959259033
9,2.0990567207336426,2.2442409992218018,2.338135004043579
10,2.0793142318725586,2.377856969833374,2.4526028633117676
11,2.0956919193267822,2.1317925453186035,2.1433589458465576
12,2.0046792030334473,2.3123233318328857,2.3759396076202393
13,2.0016918182373047,2.39359188079834,2.391136884689331
14,1.993576169013977,2.241224527359009,2.2662932872772217
15,1.9740699529647827,2.272664785385132,2.2630016803741455
16,1.998899221420288,2.606260061264038,2.6286375522613525
17,1.9682745933532715,2.4504640102386475,2.504915952682495
18,1.9335237741470337,2.3670570850372314,2.4649248123168945
19,1.9673033952713013,2.518535852432251,2.535834312438965
20,1.976584792137146,2.3043835163116455,2.339946985244751
21,2.0597033500671387,2.5968689918518066,2.786898136138916
22,2.0293233394622803,2.505186080932617,2.6277811527252197
23,2.0025060176849365,2.3502936363220215,2.3662633895874023
24,2.0137643814086914,2.2943952083587646,2.3303041458129883
25,1.969046950340271,2.471651077270508,2.5317702293395996
26,2.03438401222229,2.3803768157958984,2.4493184089660645
27,2.083437919616699,2.311307907104492,2.392960548400879
28,1.99290132522583,2.2851715087890625,2.2980127334594727
29,1.9642040729522705,2.3861191272735596,2.4844906330108643
30,1.9816228151321411,2.4013562202453613,2.498162031173706
31,1.9189910888671875,2.384793519973755,2.3999974727630615
32,2.038634777069092,2.3899760246276855,2.4359543323516846
33,1.9814889430999756,2.5064949989318848,2.601376533508301
34,1.9595774412155151,2.3621978759765625,2.4941983222961426
35,1.90677809715271,2.3234426975250244,2.352186441421509
36,1.9194910526275635,2.3564541339874268,2.41622257232666
37,1.903529167175293,2.3764383792877197,2.4099183082580566
38,1.9140135049819946,2.3153343200683594,2.396676540374756
39,1.9219133853912354,2.275843620300293,2.355901002883911
40,1.8673264980316162,2.3052573204040527,2.402312755584717
41,1.877509593963623,2.326631546020508,2.367572784423828
42,1.9675565958023071,2.365837812423706,2.5254902839660645
43,2.1014440059661865,2.4424455165863037,2.41869854927063
44,1.983667254447937,2.2355058193206787,2.31239652633667
45,1.9209296703338623,2.2745983600616455,2.3721935749053955
46,1.9164643287658691,2.4654040336608887,2.605043649673462
47,1.915148377418518,2.3265902996063232,2.481523036956787
48,1.8617417812347412,2.325687885284424,2.415215253829956
49,1.8337143659591675,2.2842214107513428,2.3887085914611816
50,1.8521711826324463,2.2276926040649414,2.3398613929748535
51,1.834092378616333,2.336212158203125,2.4335739612579346
52,1.8116377592086792,2.35799503326416,2.456172227859497
53,1.87229585647583,2.3409605026245117,2.4157326221466064
54,1.789061427116394,2.3962504863739014,2.4816391468048096
55,1.7684215307235718,2.185307741165161,2.356818675994873
56,1.8393678665161133,2.1757869720458984,2.182953357696533
57,1.916221022605896,2.4988462924957275,2.564706802368164
58,1.8572074174880981,2.458770751953125,2.6080029010772705
59,1.7870471477508545,2.6530396938323975,2.7477262020111084
60,1.7913624048233032,2.364816665649414,2.556429386138916
61,1.8130303621292114,2.5012447834014893,2.753431558609009
62,1.93461275100708,2.344086170196533,2.4444053173065186
63,1.816623330116272,2.3892252445220947,2.5644843578338623
64,1.7795193195343018,2.275268316268921,2.4470627307891846
65,1.7512648105621338,2.406029462814331,2.599747657775879
66,1.744641900062561,2.3492093086242676,2.5098888874053955
67,1.756438136100769,2.3919832706451416,2.534024238586426
68,1.7523494958877563,2.292362928390503,2.479623794555664
69,1.756901741027832,2.460728645324707,2.6255407333374023
70,1.745153546333313,2.2344400882720947,2.409240961074829
71,1.7498196363449097,2.328355073928833,2.4094290733337402
72,1.7772794961929321,2.4024760723114014,2.4875755310058594
73,1.7662080526351929,2.368297576904297,2.4128785133361816
74,1.810278058052063,2.345008134841919,2.4398460388183594
75,1.7514220476150513,2.453005313873291,2.5749495029449463
76,1.809999704360962,2.5438201427459717,2.596748113632202
77,1.7721253633499146,2.5110511779785156,2.69535756111145
78,1.8025637865066528,2.529226541519165,2.6027941703796387
79,1.798490047454834,2.7141335010528564,2.823361396789551
