run_id,trans.token_dropout,trans.dropout,enc.dropout,model.weight_decay,model.lr,ban.dropout,enc.depth,trans.num_layers,trans.dim_feedforward,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run0009_20260617_040758,0.1,0.3,0.2,0.0001,0.001,0.1,4,2,512,73,2.23926640,2.26494098,1.49641788,1.10867078,0.69950843,0.83874589,0.80664363,1.50497213,1.11386607,0.70413601,0.84031265,0.80724525,7781.1,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bandrp_gate_seed2022/run0009_20260617_040758
