run_id,trans.token_dropout,trans.dropout,enc.dropout,model.weight_decay,model.lr,ban.dropout,enc.depth,trans.num_layers,trans.dim_feedforward,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run0009_20260617_014323,0.1,0.3,0.2,0.0001,0.001,0.1,4,2,512,11,2.13179255,2.14335895,1.46006598,1.06002997,0.71393056,0.84657496,0.81669117,1.46402146,1.07257388,0.72001802,0.84950229,0.81863692,7490.3,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bandrp_gate_seed2021/run0009_20260617_014323
