run_id,trans.token_dropout,trans.dropout,enc.dropout,model.weight_decay,model.lr,ban.dropout,enc.depth,trans.num_layers,trans.dim_feedforward,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run0009_20260617_040840,0.1,0.3,0.2,0.0001,0.001,0.1,4,2,512,69,2.13689327,2.13812256,1.46181165,1.07476642,0.71324609,0.84643004,0.81103288,1.46223210,1.07652562,0.72070200,0.85045545,0.81489850,7650.5,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bandrp_gate_seed2023/run0009_20260617_040840
