epoch,train_mse,val_mse,test_mse
0,2.846254587173462,3.2192232608795166,3.226311445236206
1,2.4059934616088867,2.7493622303009033,2.777601718902588
2,2.3481674194335938,2.651681423187256,2.7947616577148438
3,2.2964675426483154,2.288630723953247,2.339944362640381
4,2.2120563983917236,2.2875254154205322,2.24656081199646
5,2.3248443603515625,2.4063961505889893,2.490929126739502
6,2.187100410461426,2.3109607696533203,2.375911235809326
7,2.111262321472168,2.197247266769409,2.210259437561035
8,2.1088550090789795,2.4365484714508057,2.416530132293701
9,2.141484498977661,2.3644602298736572,2.2711071968078613
10,2.1435372829437256,2.3403332233428955,2.3432741165161133
11,2.099238634109497,2.3971073627471924,2.363114595413208
12,2.0936896800994873,2.290865898132324,2.275489091873169
13,2.087664842605591,2.2231719493865967,2.2617342472076416
14,2.0607380867004395,2.405280828475952,2.5631167888641357
15,2.0588533878326416,2.259377956390381,2.221958875656128
16,2.1039607524871826,2.248565912246704,2.3351118564605713
17,2.039506673812866,2.360677719116211,2.4354591369628906
18,2.0859885215759277,2.3092010021209717,2.4275057315826416
19,2.0909550189971924,2.1879336833953857,2.1290173530578613
20,2.0336856842041016,2.2468960285186768,2.213585376739502
21,2.0208611488342285,2.2236154079437256,2.276862144470215
22,2.067060947418213,2.2017695903778076,2.1527304649353027
23,2.0209810733795166,2.2148115634918213,2.1679069995880127
24,1.9833691120147705,2.309434652328491,2.3163089752197266
25,2.0054714679718018,2.1344306468963623,2.0823750495910645
26,1.9823992252349854,2.1069705486297607,2.0869851112365723
27,1.9807018041610718,2.239563226699829,2.21683931350708
28,1.9529134035110474,2.071726083755493,2.0503687858581543
29,1.9783427715301514,2.183659076690674,2.1185102462768555
30,2.030092239379883,2.3340916633605957,2.2951643466949463
31,2.0447421073913574,2.182380437850952,2.1834287643432617
32,1.940179705619812,2.1765947341918945,2.177452325820923
33,1.9390820264816284,2.1269586086273193,2.1012659072875977
34,1.9891562461853027,2.19368052482605,2.1617367267608643
35,1.9875670671463013,2.164119005203247,2.0990355014801025
36,1.9644079208374023,2.138450860977173,2.098649501800537
37,1.9337958097457886,2.2451322078704834,2.1825850009918213
38,1.9525810480117798,2.194462299346924,2.19500470161438
39,1.9861496686935425,2.2562403678894043,2.175098180770874
40,1.9725450277328491,2.164390802383423,2.1592297554016113
41,1.9610106945037842,2.1845173835754395,2.192032814025879
42,1.9233307838439941,2.165623188018799,2.127352237701416
43,2.020634412765503,2.2209761142730713,2.1886792182922363
44,1.984985589981079,2.1644768714904785,2.1452510356903076
45,1.954395055770874,2.168851375579834,2.123281717300415
46,1.9765681028366089,2.0727105140686035,2.043879747390747
47,1.969313621520996,2.199267625808716,2.164058208465576
48,2.0005221366882324,2.371053695678711,2.2949843406677246
49,1.9431341886520386,2.204334020614624,2.15807843208313
50,1.9370859861373901,2.148364305496216,2.0738203525543213
51,1.9313135147094727,2.1802914142608643,2.1334102153778076
52,1.9162362813949585,2.1557939052581787,2.1654512882232666
53,1.9220409393310547,2.2194888591766357,2.221745491027832
54,1.9147887229919434,2.2443816661834717,2.2040748596191406
55,1.9169658422470093,2.19443416595459,2.172805070877075
56,1.916304349899292,2.1515848636627197,2.1472525596618652
57,1.8751413822174072,2.1350643634796143,2.0886077880859375
58,1.86258065700531,2.1887762546539307,2.133254289627075
59,1.8714337348937988,2.1435611248016357,2.145397663116455
60,1.86848783493042,2.2045373916625977,2.19996976852417
61,1.9980729818344116,2.213261127471924,2.1979012489318848
62,1.9781453609466553,2.1430368423461914,2.086780309677124
63,1.9473342895507812,2.114415168762207,2.1026217937469482
64,1.9398378133773804,2.126720666885376,2.1092751026153564
65,1.900060772895813,2.168159008026123,2.127295732498169
66,1.878463625907898,2.19331955909729,2.1598803997039795
67,1.9760645627975464,2.153735637664795,2.103442430496216
68,1.8989249467849731,2.223015546798706,2.1741297245025635
69,1.865541934967041,2.2207212448120117,2.232206106185913
70,1.932694911956787,2.24859619140625,2.239377021789551
71,1.8716793060302734,2.1458847522735596,2.1319568157196045
72,1.9000498056411743,2.1679465770721436,2.1197540760040283
73,1.966002106666565,2.390428304672241,2.308429479598999
74,1.9006818532943726,2.20440936088562,2.179445743560791
75,1.863965392112732,2.268066167831421,2.247704267501831
76,1.8774572610855103,2.253753900527954,2.258270263671875
77,1.8642897605895996,2.1394431591033936,2.1607370376586914
78,1.871333122253418,2.269247531890869,2.2973721027374268
79,1.828473448753357,2.2552542686462402,2.2580406665802
