run_id,trans.token_dropout,trans.dropout,enc.dropout,model.lr,model.weight_decay,enc.depth,dcg.enable,dcg.target,dcg.alpha,cl.lambda_cell,cl.lambda_cross,cl.lambda_ban,cl.temp_cell,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run_cl_dcg0005_20260617_040758,0.1,0.3,0.2,0.001,0.0001,4,True,exp_meth,0.2,0.0,0.002,0.005,0.12,34,2.03648043,1.92507851,1.42705304,1.06092187,0.72672070,0.85289696,0.81139753,1.38747197,1.03553614,0.74853148,0.86628869,0.83213736,8474.3,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bcgdrp_seed2022/run_cl_dcg0005_20260617_040758
