epoch,train_mse,val_mse,test_mse
0,2.4285638332366943,2.3533012866973877,2.3656535148620605
1,1.8554648160934448,3.1849489212036133,3.0481433868408203
2,1.7466140985488892,2.466458559036255,2.3965442180633545
3,1.6725375652313232,2.3777356147766113,2.182685375213623
4,1.6217988729476929,2.310777425765991,2.126312732696533
5,1.5919055938720703,2.3396542072296143,2.2071521282196045
6,1.5684727430343628,2.996894121170044,2.7722203731536865
7,1.5604256391525269,2.3605265617370605,2.152432441711426
8,1.521665096282959,2.23221492767334,2.1180579662323
9,1.4991201162338257,2.3699491024017334,2.219397783279419
10,1.4584389925003052,2.4536619186401367,2.347982406616211
11,1.4587149620056152,2.4792728424072266,2.1993212699890137
12,1.432690978050232,2.4484317302703857,2.2673327922821045
13,1.425068736076355,2.233024835586548,2.008551836013794
14,1.4070308208465576,2.2298600673675537,2.0634584426879883
15,1.3892186880111694,2.5172529220581055,2.342226028442383
16,1.38658607006073,2.270458221435547,2.042696237564087
17,1.3867676258087158,2.259403705596924,2.0785648822784424
18,1.3546780347824097,2.117727041244507,1.9544148445129395
19,1.330133318901062,2.285182237625122,2.0265157222747803
20,1.3344594240188599,2.201998233795166,2.097651720046997
21,1.3236668109893799,2.088599920272827,1.9472302198410034
22,1.3850321769714355,2.2745168209075928,2.143610715866089
23,1.323796272277832,2.2220864295959473,2.0827698707580566
24,1.2904115915298462,2.266798734664917,2.012385845184326
25,1.316086769104004,2.1744344234466553,2.036546468734741
26,1.2977362871170044,2.155163049697876,1.9137052297592163
27,1.280985713005066,2.22270131111145,2.0170176029205322
28,1.3286464214324951,2.5134522914886475,2.4355645179748535
29,1.2952630519866943,2.172696352005005,1.9741708040237427
30,1.251028299331665,2.1946871280670166,1.9553163051605225
31,1.2400403022766113,2.1115188598632812,1.9785523414611816
32,1.246512532234192,2.334684371948242,2.0481081008911133
33,1.2301403284072876,2.261630058288574,2.0808045864105225
34,1.2551289796829224,2.271486759185791,2.06144642829895
35,1.2404464483261108,2.1774463653564453,2.049698829650879
36,1.2335611581802368,2.187323570251465,1.9875963926315308
37,1.2481096982955933,2.237656831741333,2.0734167098999023
38,1.2331091165542603,2.305920124053955,2.151097297668457
39,1.2165344953536987,2.8098342418670654,2.696681022644043
40,1.2296335697174072,2.180269956588745,2.057878017425537
41,1.1915825605392456,2.08693790435791,1.9093676805496216
42,1.206222653388977,2.2032463550567627,1.9921345710754395
43,1.2094464302062988,2.129739284515381,1.9550228118896484
44,1.1785272359848022,2.338531970977783,2.1518452167510986
45,1.2083654403686523,2.082360029220581,1.9098671674728394
46,1.182735562324524,2.259939193725586,1.9505906105041504
47,1.1649816036224365,2.211233615875244,2.043174982070923
48,1.1832101345062256,2.237342596054077,2.053405284881592
49,1.1557384729385376,2.099846124649048,1.913883924484253
50,1.1520406007766724,2.193135976791382,2.0334653854370117
51,1.1689924001693726,2.3297643661499023,2.2125256061553955
52,1.2167997360229492,2.234729766845703,2.0346884727478027
53,1.158738136291504,2.3002846240997314,2.0604593753814697
54,1.1885018348693848,2.1566081047058105,1.9666343927383423
55,1.156480073928833,2.1721131801605225,2.093751907348633
56,1.146228551864624,2.303089141845703,2.2008559703826904
57,1.1524767875671387,2.1471683979034424,1.984878420829773
58,1.1444023847579956,2.0912747383117676,1.9891356229782104
59,1.1397932767868042,2.220759153366089,2.032430648803711
60,1.1623334884643555,2.204571485519409,2.1042051315307617
61,1.131826400756836,2.168760061264038,2.0026016235351562
62,1.1171715259552002,2.1837375164031982,1.9743767976760864
63,1.1328349113464355,2.124181032180786,1.963343620300293
64,1.212571382522583,2.170945644378662,1.9890302419662476
65,1.1520410776138306,2.569852113723755,2.5365772247314453
66,1.1390602588653564,2.339402437210083,2.2751200199127197
67,1.1315454244613647,2.4927761554718018,2.431924819946289
68,1.1126630306243896,2.081841230392456,1.9749946594238281
69,1.0906037092208862,2.1427361965179443,1.9800426959991455
70,1.0930211544036865,2.1616194248199463,1.9907894134521484
71,1.0843994617462158,2.2315499782562256,1.9640833139419556
72,1.0922797918319702,2.274617910385132,2.022458553314209
73,1.0938100814819336,2.1868364810943604,2.0531654357910156
74,1.0780177116394043,2.256204843521118,2.1291770935058594
75,1.0767921209335327,2.3176586627960205,2.0730059146881104
76,1.0895097255706787,2.150880813598633,2.0057947635650635
77,1.0730615854263306,2.2227330207824707,2.096292734146118
78,1.0747836828231812,2.2532689571380615,2.08315372467041
79,1.064534068107605,2.245948553085327,2.043360948562622
