epoch,train_mse,val_mse,test_mse
0,2.7647814750671387,3.585712432861328,3.2427918910980225
1,1.8217207193374634,2.7256197929382324,2.5452771186828613
2,1.720316767692566,2.2789855003356934,2.1138699054718018
3,1.6453666687011719,2.368455648422241,2.190457582473755
4,1.6255238056182861,2.3779165744781494,2.195434331893921
5,1.5895861387252808,2.2381844520568848,2.09299635887146
6,1.5730371475219727,2.4814019203186035,2.2876718044281006
7,1.54145085811615,2.4551520347595215,2.2429018020629883
8,1.5147278308868408,2.425321578979492,2.183115243911743
9,1.482380747795105,2.363689422607422,2.1309285163879395
10,1.4763941764831543,2.2579169273376465,2.0768067836761475
11,1.4664901494979858,2.2403836250305176,2.1068637371063232
12,1.4337141513824463,2.234053134918213,2.0178070068359375
13,1.4174740314483643,2.455692768096924,2.2613561153411865
14,1.4106383323669434,2.2025115489959717,2.0600829124450684
15,1.3966749906539917,2.169159173965454,1.9667589664459229
16,1.3766050338745117,2.2330548763275146,2.0746309757232666
17,1.3609939813613892,2.284402847290039,2.080819845199585
18,1.3517518043518066,2.1905386447906494,2.0056440830230713
19,1.345740795135498,2.089524984359741,1.8971457481384277
20,1.3217896223068237,2.1093266010284424,1.8842355012893677
21,1.3222694396972656,2.1322672367095947,1.9180679321289062
22,1.2955666780471802,2.578524351119995,2.4500393867492676
23,1.283338189125061,2.1036648750305176,1.9800338745117188
24,1.281357765197754,2.2087643146514893,2.054720401763916
25,1.2714288234710693,2.326913356781006,2.143399715423584
26,1.2774463891983032,2.2155754566192627,2.0246899127960205
27,1.314724087715149,2.1682634353637695,2.0301578044891357
28,1.249513864517212,2.0565836429595947,1.911755084991455
29,1.2642849683761597,2.2425243854522705,1.9971216917037964
30,1.2553316354751587,2.22648286819458,2.032180070877075
31,1.224827527999878,2.1574976444244385,1.995719075202942
32,1.2380119562149048,2.330432891845703,2.071685552597046
33,1.2550002336502075,2.2378804683685303,2.0964267253875732
34,1.2139688730239868,2.03648042678833,1.9250785112380981
35,1.2044049501419067,2.104788303375244,1.9934264421463013
36,1.2141695022583008,2.155776023864746,2.0374648571014404
37,1.2026605606079102,2.2230327129364014,2.0497708320617676
38,1.1821300983428955,2.3268778324127197,2.204936981201172
39,1.1993671655654907,2.2247376441955566,2.084132194519043
40,1.1728025674819946,2.0628867149353027,1.931532382965088
41,1.1815266609191895,2.1176633834838867,1.9765732288360596
42,1.1749447584152222,2.1510841846466064,1.9177660942077637
43,1.1655696630477905,2.0818469524383545,1.9150882959365845
44,1.153612732887268,2.1876673698425293,2.0883941650390625
45,1.1534826755523682,2.151920795440674,2.083571195602417
46,1.150460958480835,2.1239638328552246,1.9657496213912964
47,1.1287050247192383,2.105769634246826,1.978543996810913
48,1.135929822921753,2.4718313217163086,2.355149745941162
49,1.146252155303955,2.188016653060913,2.0338878631591797
50,1.1346526145935059,2.2013907432556152,2.049356460571289
51,1.109010100364685,2.311251163482666,2.137718915939331
52,1.1127190589904785,2.2075204849243164,2.062455415725708
53,1.1071226596832275,2.1285440921783447,1.9192997217178345
54,1.1014071702957153,2.2196578979492188,2.0035557746887207
55,1.0976104736328125,2.1650285720825195,1.9320461750030518
56,1.1094224452972412,2.1644065380096436,1.9999377727508545
57,1.1120001077651978,2.248137950897217,2.0630016326904297
58,1.080466389656067,2.239011287689209,2.1435132026672363
59,1.0828431844711304,2.197036027908325,1.9498367309570312
60,1.0749342441558838,2.1746668815612793,2.0342447757720947
61,1.086395025253296,2.101691484451294,1.977651834487915
62,1.0699630975723267,2.2143962383270264,2.0773558616638184
63,1.0837339162826538,2.264789581298828,2.094003438949585
64,1.1378929615020752,2.3031580448150635,2.0807669162750244
65,1.15544593334198,2.233259677886963,1.9986727237701416
66,1.086478352546692,2.227203369140625,2.0004565715789795
67,1.0499298572540283,2.19279408454895,2.0336763858795166
68,1.0630592107772827,2.299152135848999,2.080624580383301
69,1.0545811653137207,2.2736706733703613,2.16166090965271
70,1.0554059743881226,2.1498661041259766,1.9764949083328247
71,1.0596154928207397,2.2109506130218506,1.99735689163208
72,1.0605084896087646,2.2229490280151367,2.0517027378082275
73,1.0340237617492676,2.1787590980529785,2.0153794288635254
74,1.0573501586914062,2.2002828121185303,2.0600221157073975
75,1.0412354469299316,2.2365028858184814,2.020167589187622
76,1.0273641347885132,2.2724721431732178,2.0325307846069336
77,1.0617496967315674,2.184671401977539,2.0720410346984863
78,1.0316802263259888,2.1591224670410156,2.0600879192352295
79,1.0284209251403809,2.133143186569214,1.9780097007751465
