epoch,train_mse,val_mse,test_mse
0,2.432002305984497,2.455218553543091,2.334960699081421
1,1.7828727960586548,2.713798999786377,2.5118277072906494
2,1.7034497261047363,3.0508506298065186,2.7769103050231934
3,1.6627535820007324,2.494713544845581,2.3259763717651367
4,1.6012897491455078,2.3724305629730225,2.1028285026550293
5,1.572064995765686,2.327833652496338,2.1434707641601562
6,1.5238759517669678,2.2476494312286377,2.0802533626556396
7,1.5062464475631714,2.1524415016174316,2.0191383361816406
8,1.4889291524887085,2.345061779022217,2.1430118083953857
9,1.470051884651184,2.318356990814209,2.1731374263763428
10,1.4615483283996582,2.091414213180542,2.0122177600860596
11,1.4146685600280762,2.1058239936828613,1.9489762783050537
12,1.430804967880249,2.178567409515381,2.046144962310791
13,1.3898892402648926,2.1915812492370605,2.018991470336914
14,1.4042084217071533,2.4377777576446533,2.1739823818206787
15,1.3682243824005127,2.313659429550171,2.149923801422119
16,1.3496525287628174,2.607426166534424,2.38374924659729
17,1.359771728515625,2.1394786834716797,1.9528203010559082
18,1.3349733352661133,2.272456645965576,2.008953094482422
19,1.3191920518875122,2.214478015899658,2.043032646179199
20,1.3183594942092896,2.3633317947387695,2.0841965675354004
21,1.298452377319336,2.271815538406372,2.1868460178375244
22,1.3008853197097778,2.216611385345459,1.9930737018585205
23,1.2886483669281006,2.3117482662200928,2.0186235904693604
24,1.257169246673584,2.4428176879882812,2.2013955116271973
25,1.260109543800354,2.2007217407226562,1.993285894393921
26,1.2601125240325928,2.238248109817505,2.074244737625122
27,1.2694251537322998,2.1031484603881836,1.9286186695098877
28,1.2644697427749634,2.302175998687744,2.0774264335632324
29,1.2281862497329712,2.2372403144836426,2.0008726119995117
30,1.2200132608413696,2.165985584259033,1.9389468431472778
31,1.2070823907852173,2.1695375442504883,2.037548303604126
32,1.1986750364303589,2.3945484161376953,2.136359930038452
33,1.2176414728164673,2.2475571632385254,2.038949966430664
34,1.1944857835769653,2.2679264545440674,2.002730369567871
35,1.190255045890808,2.2052412033081055,1.9832748174667358
36,1.1788735389709473,2.2774851322174072,2.04838490486145
37,1.1798592805862427,2.348391532897949,2.0877134799957275
38,1.1744457483291626,2.1584761142730713,1.9533464908599854
39,1.172912836074829,2.30409574508667,1.973157525062561
40,1.1678502559661865,2.451303720474243,2.2788007259368896
41,1.1851576566696167,2.1357169151306152,1.9499080181121826
42,1.1505874395370483,2.418606996536255,2.196291923522949
43,1.1536154747009277,2.2857227325439453,2.0809175968170166
44,1.1436879634857178,2.2271432876586914,1.9672240018844604
45,1.145826816558838,2.1144096851348877,1.959504246711731
46,1.1369421482086182,2.170079469680786,1.9996742010116577
47,1.131415605545044,2.198052167892456,2.0321261882781982
48,1.1164699792861938,2.1720666885375977,1.9778227806091309
49,1.1129261255264282,2.1049892902374268,1.9725925922393799
50,1.1169737577438354,2.252274751663208,2.0869240760803223
51,1.0965427160263062,2.2881288528442383,2.077928304672241
52,1.0737484693527222,2.145188331604004,1.9365452527999878
53,1.1194990873336792,2.145714282989502,2.0445034503936768
54,1.0962942838668823,2.1891138553619385,2.0120255947113037
55,1.1015816926956177,2.1145741939544678,1.9246951341629028
56,1.0996325016021729,2.2938997745513916,2.0802805423736572
57,1.0776938199996948,2.2642834186553955,2.0494544506073
58,1.0908275842666626,2.276486396789551,2.0282623767852783
59,1.1574801206588745,2.315650224685669,2.1410956382751465
60,1.0648998022079468,2.167421340942383,1.9502452611923218
61,1.0541669130325317,2.197664260864258,2.0294649600982666
62,1.050094485282898,2.1895716190338135,2.005634069442749
63,1.051700472831726,2.457589864730835,2.17081618309021
64,1.0573464632034302,2.1029064655303955,1.9940688610076904
65,1.0659890174865723,2.168076515197754,1.9381083250045776
66,1.04633367061615,2.169740676879883,1.9980608224868774
67,1.053120732307434,2.200854539871216,1.9489630460739136
68,1.0385099649429321,2.2390947341918945,2.135791301727295
69,1.0379514694213867,2.1894540786743164,2.028698205947876
70,1.0294747352600098,2.150501251220703,1.949139952659607
71,1.0224286317825317,2.230823516845703,2.00065541267395
72,1.036537766456604,2.30668568611145,2.171267509460449
73,1.0450795888900757,2.224731922149658,2.009892463684082
74,1.0624674558639526,2.137590169906616,1.9375667572021484
75,1.0056723356246948,2.2286365032196045,2.1199653148651123
76,1.0103169679641724,2.253030300140381,2.051253318786621
77,1.0205397605895996,2.0805492401123047,1.8747955560684204
78,1.0344587564468384,2.226576805114746,2.0458498001098633
79,1.0179959535598755,2.239814519882202,2.1044349670410156
