epoch,train_mse,val_mse,test_mse
0,2.470287561416626,2.594304323196411,2.7623183727264404
1,1.823687195777893,2.4341647624969482,2.215790033340454
2,1.7209234237670898,2.7454135417938232,2.599529266357422
3,1.66391122341156,2.470355272293091,2.193667411804199
4,1.6294509172439575,2.3781466484069824,2.21527361869812
5,1.5744800567626953,2.4026546478271484,2.2465779781341553
6,1.5466948747634888,2.501112222671509,2.410220146179199
7,1.5195302963256836,2.2377569675445557,2.139570713043213
8,1.4950952529907227,2.2502148151397705,2.0768566131591797
9,1.5031391382217407,2.420034408569336,2.2519209384918213
10,1.4681901931762695,2.3655996322631836,2.209348678588867
11,1.4405760765075684,2.4636070728302,2.319030523300171
12,1.4423773288726807,2.0894455909729004,1.9885693788528442
13,1.4181832075119019,2.095278263092041,2.004864454269409
14,1.4102489948272705,2.398402452468872,2.1887519359588623
15,1.3968408107757568,2.1646311283111572,2.138317108154297
16,1.3672133684158325,2.3066341876983643,2.1374709606170654
17,1.3518047332763672,2.2219736576080322,2.116326093673706
18,1.3396975994110107,2.163114547729492,2.1102147102355957
19,1.3473912477493286,2.168952703475952,1.9960854053497314
20,1.3267340660095215,2.2421414852142334,2.026888370513916
21,1.333475947380066,2.1783065795898438,1.960266351699829
22,1.296838641166687,2.240842580795288,2.005383253097534
23,1.3061751127243042,2.103508472442627,1.9454905986785889
24,1.2819639444351196,2.2019381523132324,2.0707767009735107
25,1.2795014381408691,2.31491756439209,2.1633622646331787
26,1.2759441137313843,2.1538186073303223,1.9985946416854858
27,1.268344759941101,2.1583900451660156,2.0577070713043213
28,1.2471140623092651,2.079017400741577,1.9783575534820557
29,1.2402095794677734,2.0490150451660156,1.9414540529251099
30,1.2358520030975342,2.2467246055603027,2.0562355518341064
31,1.2303544282913208,2.0962088108062744,1.9173486232757568
32,1.227597951889038,2.1157639026641846,2.0018057823181152
33,1.2144533395767212,2.4242970943450928,2.186976909637451
34,1.2208620309829712,2.388686180114746,2.1442887783050537
35,1.2132518291473389,2.155761480331421,1.9770798683166504
36,1.2116031646728516,2.0826210975646973,1.9101771116256714
37,1.2043051719665527,2.0781283378601074,1.981709361076355
38,1.1887706518173218,2.310678482055664,2.1908211708068848
39,1.2168433666229248,2.2120416164398193,2.0310070514678955
40,1.177438497543335,2.29339337348938,2.0788941383361816
41,1.1704429388046265,2.3208396434783936,2.088670492172241
42,1.1836884021759033,2.1766865253448486,2.0214154720306396
43,1.254997968673706,2.123715877532959,1.9366793632507324
44,1.1971229314804077,2.1961183547973633,2.0048491954803467
45,1.1843260526657104,2.1472384929656982,1.938461422920227
46,1.165758728981018,2.1511056423187256,1.972782015800476
47,1.1718227863311768,2.1554908752441406,1.9637820720672607
48,1.1738096475601196,2.183121681213379,1.9925812482833862
49,1.1455762386322021,2.0781664848327637,2.0262155532836914
50,1.1592140197753906,2.1598973274230957,2.0144269466400146
51,1.1506253480911255,2.137449264526367,1.9471908807754517
52,1.130361795425415,2.1996655464172363,2.0505521297454834
53,1.1591459512710571,2.0077340602874756,1.861564040184021
54,1.1397956609725952,2.066467046737671,1.899437665939331
55,1.1349492073059082,2.1713104248046875,1.9116590023040771
56,1.1395710706710815,2.1255526542663574,1.9823509454727173
57,1.1101754903793335,2.460568428039551,2.1882832050323486
58,1.130159854888916,2.2323555946350098,2.006592273712158
59,1.1422480344772339,2.303969144821167,2.0873284339904785
60,1.112120270729065,2.1398117542266846,1.9650152921676636
61,1.1042636632919312,2.1764750480651855,1.9981709718704224
62,1.122651219367981,2.2061731815338135,2.0369296073913574
63,1.1018017530441284,2.1290504932403564,2.037471294403076
64,1.100389838218689,2.1569297313690186,2.0593411922454834
65,1.096160888671875,2.3233094215393066,2.120157480239868
66,1.0889129638671875,2.1646950244903564,2.0148777961730957
67,1.0910248756408691,2.13297438621521,1.990918517112732
68,1.0956716537475586,2.1774239540100098,1.9644646644592285
69,1.085241675376892,2.0422704219818115,1.8847744464874268
70,1.1005054712295532,2.357323169708252,2.0330536365509033
71,1.0934953689575195,2.267751932144165,1.9473849534988403
72,1.101224660873413,2.1880342960357666,1.8687782287597656
73,1.0781986713409424,2.1708037853240967,1.907251000404358
74,1.073582649230957,2.094496726989746,1.9144809246063232
75,1.0568441152572632,2.1176154613494873,1.8788788318634033
76,1.069013237953186,2.162550210952759,1.9260421991348267
77,1.0656036138534546,2.294544219970703,1.9524551630020142
78,1.065592885017395,2.1533493995666504,1.9571024179458618
79,1.0646127462387085,2.4009206295013428,2.1198599338531494
