run_id,trans.token_dropout,trans.dropout,enc.dropout,model.lr,model.weight_decay,enc.depth,dcg.enable,dcg.target,dcg.alpha,cl.lambda_cell,cl.lambda_cross,cl.lambda_ban,cl.temp_cell,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run_cl_dcg0005_20260617_014324,0.1,0.3,0.2,0.001,0.0001,4,True,exp_meth,0.2,0.0,0.002,0.005,0.12,53,2.00773406,1.86156404,1.41694531,1.04180333,0.73057823,0.85501349,0.81889705,1.36439142,1.01386349,0.75682823,0.87011536,0.83737928,8630.1,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bcgdrp_seed2020/run_cl_dcg0005_20260617_014324
