run_id,trans.token_dropout,trans.dropout,enc.dropout,model.lr,model.weight_decay,enc.depth,dcg.enable,dcg.target,dcg.alpha,cl.lambda_cell,cl.lambda_cross,cl.lambda_ban,cl.temp_cell,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run_cl_dcg0005_20260617_014323,0.1,0.3,0.2,0.001,0.0001,4,True,exp_meth,0.2,0.0,0.002,0.005,0.12,77,2.08054924,1.87479556,1.44241087,1.06190715,0.72080703,0.85009933,0.81082842,1.36923173,1.01303135,0.75509982,0.86993558,0.83647919,8667.7,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bcgdrp_seed2021/run_cl_dcg0005_20260617_014323
