run_id,trans.token_dropout,trans.dropout,enc.dropout,model.lr,model.weight_decay,enc.depth,dcg.enable,dcg.target,dcg.alpha,cl.lambda_cell,cl.lambda_cross,cl.lambda_ban,cl.temp_cell,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run_cl_dcg0005_20260617_062955,0.1,0.3,0.2,0.001,0.0001,4,True,exp_meth,0.2,0.0,0.002,0.005,0.12,19,2.01092792,1.92737496,1.41807186,1.05400729,0.73014965,0.85577711,0.81826169,1.38829934,1.03997578,0.74823148,0.86681254,0.83240840,3945.5,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bcgdrp_seed2024/run_cl_dcg0005_20260617_062955
