run_id,trans.token_dropout,trans.dropout,enc.dropout,model.lr,model.weight_decay,enc.depth,dcg.enable,dcg.target,dcg.alpha,cl.lambda_cell,cl.lambda_cross,cl.lambda_ban,cl.temp_cell,best_epoch,best_val_mse,test_mse_at_best_val,val_rmse,val_mae,val_r2,val_pearson,val_spearman,test_rmse,test_mae,test_r2,test_pearson,test_spearman,seconds,run_dir
run_cl_dcg0005_20260617_040843,0.1,0.3,0.2,0.001,0.0001,4,True,exp_meth,0.2,0.0,0.002,0.005,0.12,68,2.08184123,1.97499466,1.44285869,1.06318024,0.72063364,0.85126162,0.81256980,1.40534511,1.04534478,0.74201101,0.86365879,0.82910541,8376.5,${BCGDRP_ROOT}/experiments/20260617-bcgdrp-bandrp-multiseed/results/bcgdrp_seed2023/run_cl_dcg0005_20260617_040843
