tissue,drug_name,n_cells,slope,sd_ratio
BREAST,NVP-ADW742,41,-0.2145527455443857,0.281325364642244
BREAST,Navitoclax,42,0.13901092732268633,0.5258136849427659
BREAST,Nilotinib,41,-0.11189790967912212,0.32563710139409324
BREAST,Niraparib,37,0.03628347945169845,0.5121165232852509
BREAST,Nutlin-3a (-),42,0.3179904545228415,0.3781253224375817
BREAST,OF-1,37,0.4708117980794935,0.24502899229281253
BREAST,OTX015,37,0.03368114636968842,0.24849004293762578
BREAST,Obatoclax Mesylate,36,0.39611340230775755,0.4448759654478248
BREAST,Olaparib,41,-0.40710214342273704,0.45665163462602076
BREAST,Osimertinib,41,0.9422443082787251,0.24004972754048803
BREAST,Oxaliplatin,41,0.3144323449446187,0.508542843066272
BREAST,P22077,41,-0.06900748791580638,0.2894362573704441
BREAST,PCI-34051,37,-0.5140779550472107,0.3522101375402154
BREAST,PD0325901,41,1.014210681926903,0.5448051989471896
BREAST,PD173074,42,0.12677707295038607,0.24548283529374693
BREAST,PF-4708671,39,-0.3180991757590165,0.30978678527693315
BREAST,PFI-1,40,-0.09515052781507806,0.22387125635596836
BREAST,PFI3,37,-0.47175903121224877,0.4399834480695209
BREAST,PLX-4720,41,-1.294254779413426,0.23378906917746728
BREAST,PRIMA-1MET,37,-0.16698640037180848,0.2765237869487566
BREAST,PRT062607,37,-0.629441103053465,0.2851540746778156
BREAST,Paclitaxel,41,0.7516741875858004,0.45330125854432096
BREAST,Palbociclib,42,0.27045810277534404,0.45331853181476595
BREAST,Pevonedistat,41,0.37304696584044456,0.3147354388437196
BREAST,Picolinici-acid,36,-0.1834384675287758,0.5723261169164517
BREAST,Pictilisib,42,0.5470901051120245,0.37176727397436976
BREAST,Pyridostatin,40,0.20956471022387232,0.40210148459616013
BREAST,Refametinib,41,0.9620666522113483,0.5367948748984105
BREAST,Ribociclib,40,0.47583866394817603,0.37244674396655264
BREAST,Rucaparib,41,-0.4599050595763526,0.3350794414088015
BREAST,Ruxolitinib,37,0.43270518026226173,0.3925990592944679
BREAST,SB216763,40,0.3408504025929884,0.25379227333383075
BREAST,SCH772984,41,1.002614122697106,0.4948387268163964
BREAST,SGC0946,40,0.06171935863089622,0.317466195656898
BREAST,SN-38,40,-0.09833898846999171,0.49952367099240796
BREAST,Sabutoclax,37,0.631995578679383,0.3953326675261914
